Story Heading,Story Excerpt,Timestamp,Section
Pakistan,CDA finalises Rs2bn project to rehabilitate parts of Islamabad,"Roads, pavements, streetlights and drainage to be improved in G, F, I and H sectors.","06 Oct, 2020 10:31am"
,,,
,,,
,,,
Pakistan,Covid-19 health risk allowance discontinued in Sindh,"Under the previous order, the department was giving Rs17,000 to Rs35,000 risk allowance to health professionals.","10 Oct, 2020 11:17am"
,,,
,,,
Newspaper,Body overseeing IPPs deals execution rejigged,Dr Abdul Hafeez Shaikh has replaced Energy Minister Omar Ayub Khan as head of the committee.,"13 Oct, 2020 08:25am"
,,,
Pakistan,"Mufakhar, two others indicted in Tatla murder case","Naseerabad police had already submitted the case challan before the court, saying the suspects confessed to their crime.","08 Oct, 2020 11:02am"
Pakistan,It’s all about politics,The name-calling game is stale and bereft of imagination. Yet it is played each time.,"11 Oct, 2020 09:00am"
Pakistan,Major work on 886km Matiari-Lahore transmission line completed,The $1.68 billion project is the first High Voltage Direct Current project in the country and the second in the entire world.,"30 Oct, 2020 09:49am"
,,,
,,,
,,,
,,,
,,,
,,,
World,'Vendetta': Indian authorities seal English daily Kashmir Times' offices 'without due notice',"Executive Editor Anuradha Bhasin terms the move as ""vendetta for speaking out"".","20 Oct, 2020 04:45pm"
,,,
,,,
Newspaper,Transparent banking key to curb consumer exploitation: Alvi,President stresses creating awareness among consumers about the role of banking ombudsman.,"02 Oct, 2020 10:28am"
Pakistan,Ex-Karachi corps commander found dead in his car,Police say Gen Usmani might have suffered a fatal heart attack.,"02 Oct, 2020 12:45pm"
,,,
,,,
Pakistan,Why programmes and workshops against gender-based violence are of no use in Pakistan,The root of the problem lies in the beliefs of Pakistanis themselves.,"21 Oct, 2020 08:23am"
Newspaper,Recovery of Rs115bn from gas consumers okayed,ECC allows Ogra to issue new CNG licences; cabinet members assail food ministry over handling of wheat imports.,"08 Oct, 2020 08:31am"
,,,
World,Israel approves first West Bank settler homes since Gulf deals,"“Netanyahu is moving ahead at full steam toward solidifying the de facto annexation of the West Bank,” says NGO.","14 Oct, 2020 10:37pm"
Newspaper,Azam steals thunder as Sindh reach National T20 Cup semis,Sindh cruised to their fourth straight success with ease to join Northern and Khyber Pakhtunkhwa for the knockout phase.,"15 Oct, 2020 10:14am"
,,,
,,,
Newspaper,Cook-it-yourself: Sausage rolls,Some food items and ingredients are just so tasty and complete in themselves ...,"24 Oct, 2020 07:08am"
Pakistan,Shahbaz complains of ‘inhuman’ treatment in custody,Alleges all these acts are being done at the behest of Prime Minister Imran Khan and his adviser Mirza Shahzad Akbar.,"06 Oct, 2020 10:52am"
Pakistan,Nawaz’s security ramped up in London,"Move comes weeks after Nawaz's speech against the govt, criticism of the military's alleged interference in political matters.","17 Oct, 2020 09:22am"
Pakistan,Balochistan cabinet disposes of 19-point agenda,The cabinet approved the Balochistan Gender Equa­lity and Women Empower­ment Policy 2020-24.,"07 Oct, 2020 09:20am"
Newspaper,NON-FICTION: CELEBRATING THE WORLD'S MOST EXPENSIVE BOOK,"This year is the 1,000th anniversary of Ferdowsi’s death, the epic poet whose magnificent Shahnama has shaped not only culture","04 Oct, 2020 08:39am"
,,,
,,,
,,,
,,,
Newspaper,Countries turn to rapid antigen tests to contain second wave of Covid-19,PCR tests detect genetic material in the virus while antigen tests detect proteins on the virus’s surface.,"15 Oct, 2020 09:23am"
,,,
,,,
Newspaper,Stocks plummet 468 points on foreign selling,The index ceded over 80pc of the splendid gains made a day earlier.,"28 Oct, 2020 10:15am"
Pakistan,Smokers' Corner: Banning cultural products,The ploy of using moral rationale to ban a cultural product that offended a ruler’s ego was not present before the late 1970s.,"18 Oct, 2020 09:39am"
,,,
,,,
,,,
,,,
,,,
Newspaper,First man cured of HIV dies of cancer,Brown made medical history and became a symbol of hope for the tens of millions of people living with the virus that causes AIDS.,"01 Oct, 2020 10:23am"
Pakistan,"Peshawar blast exposes PTI govt’s claims about security, says Fazl",Asks seminaries to ensure their own security instead of waiting for govt help.,"28 Oct, 2020 11:40am"
Pakistan,Makeup artist Shoaib Khan's tribute to Ertugrul's Halime Sultan will make your jaw drop,The man sure knows how to pay attention to detail.,"28 Oct, 2020 01:47pm"
Pakistan,CCPO refuses to deploy cops on Lahore-Sialkot motorway,Says Lahore police already facing shortage in strength.,"02 Oct, 2020 12:30pm"
,,,
Newspaper,Stocks recover 727 points after three-week rampage,Brokers and analysts expect another bullish week.,"11 Oct, 2020 09:40am"
,,,
,,,
Newspaper,"Afghan car bombing leaves 12 dead, many wounded","The attack took place in Feroz Koh, the capital of Ghor, a province that has not seen much violence compared to other regions.","19 Oct, 2020 08:49am"
,,,
,"Pakistan summons French envoy to protest publication of blasphemous sketches, Macron’s statement","""Nobody has the right to hurt the sentiments of millions of Muslims under the guise of freedom of expression,"" FM Qureshi says.","26 Oct, 2020 11:02pm"
,,,
,,,
,,,
Newspaper,No major relief for Salim Malik in transcripts case,Adjudicator denies former skipper’s request for clearance certificate from PCB.,"27 Oct, 2020 11:55am"
Pakistan,Injured Bengal tigress dies in Peshawar zoo,The zoo has lost several animals since its inauguration in 2018.,"14 Oct, 2020 09:39am"
,,,
Pakistan,PTI govt to be sent packing by January next: Bilawal,Says PPP won’t allow ‘stealing’ of votes in GB.,"29 Oct, 2020 10:27am"
Newspaper,"Private sector, gas firms to sign T&D agreement",Arrangement will help SSGC and SNGPL earn additional revenues through transportation charges.,"18 Oct, 2020 10:01am"
Pakistan,Dawn has an External Ombudsman,"The idea is to attend to our readers’ complaints, and to respond to them professionally.","01 Oct, 2020 09:50am"
Pakistan,Hussain Rehar's flies solo for first fashion show to take place in Lahore in months,"There was tons of standard, pretty, wedding fare on display but the show would have benefitted with a few cutting-edge silhouettes","26 Oct, 2020 04:13pm"
Newspaper,Story Time: Little Miss Chaos,Maryam Habib,"03 Oct, 2020 07:02am"
World,Khloe Kardashian confirms she had coronavirus,"Kardashian said her symptoms included coughing, shaking, vomiting, headaches along with cold and hot flashes.","29 Oct, 2020 09:59am"
,,,
,,,
,,,
,,,
Newspaper,Tokyo organisers weigh virus control centre for Olympics,It would coordinate the mammoth task of testing and tracing infections.,"28 Oct, 2020 10:50am"
Pakistan,"Country fast losing natural gas reserves, says Omar Ayub","“Shortage [of gas] will end only with the discovery of new reserves,” he says.","29 Oct, 2020 09:48am"
World,Iman Vellani is the new Ms Marvel,Marvel's first muslim woman superhero has just been finalised and what better representation than to have a muslim play it?,"01 Oct, 2020 03:05pm"
,,,
Newspaper,ECB confirms invitation to tour Pakistan in early 2021,England have not played in Pakistan since 2005-06 when they played three Tests and five One-day Internationals.,"17 Oct, 2020 11:15am"
,,,
,,,
,,,
Newspaper,Shadab to miss first ODI,"Shadab experienced stiffness in his left upper-leg during the first intra-squad warm-up match in Lahore, PCB says.","29 Oct, 2020 10:18am"
,,,
Newspaper,CP clinch Second XI title as stars prepare to battle in Rawalpindi,Waqas Maqsood was the pick of Central Punjab bowling as the left-arm paceman grabbed three wickets for 23 runs.,"09 Oct, 2020 11:01am"
,,,
,,,
,,,
Pakistan,Swiss Miss has a makeover,A legacy brand bounces back.,"26 Oct, 2020 04:21pm"
Pakistan,Punjab govt delays information to ECP on local polls,Meeting says there is no legal justification for further delaying the electoral exercise.,"15 Oct, 2020 10:16am"
,,,
,,,
,,,
,,,
Pakistan,Law being amended to protect land ownership in AJK,Harsh punishment proposed for the offence of illegal occupation of private or crown land.,"14 Oct, 2020 09:56am"
,,,
Newspaper,"Zimbabwe T20s shifted to Rawalpindi, PSL matches to Karachi",The matches have been shifted due to the smog situation in Lahore.,"24 Oct, 2020 11:00am"
Newspaper,Story Time: Spend wisely,"One upon a time there was a boy named Saad who was very smart not only in his studies, but also in curriculum...","03 Oct, 2020 07:02am"
,,,
,,,
Newspaper,Row over remdesivir’s efficacy as Covid-19 drug,"According to the WHO, the drug has little to no effect on keeping people alive or on the length of hospital stays.","17 Oct, 2020 08:41am"
US Elections,US election explainer,This is a test excerpt for the story.,"22 Oct, 2020 11:04am"
,,,
,,,
,,,
,,,
Pakistan,'They are national heroes': Usman Dar slams opposition's criticism of Tiger Force,"""By forming the volunteer force, PM Imran has given youth the opportunity to help fix Pakistan's governance,"" he says.","13 Oct, 2020 03:49pm"
,,,
,,,
Pakistan,Nine districts account for over 3m voter gender gap,"Sixteen districts have a gender gap of 200,000; these include 14 districts from Punjab and one each from Sindh and KP.","23 Oct, 2020 08:36am"
,,,
,,,
Pakistan,PTI MNAs assail govt over hike in drug prices,Say there has been an increase of more than 500pc in medicine prices since the PTI govt came into power.,"30 Oct, 2020 09:08am"
World,"Brad Pitt sued for $100,000 by woman who claims he made false promises of marriage","Denying the claims, lawyers of the Oceans Eleven star claim it was rather a case of catfishing.","10 Oct, 2020 04:18pm"
,,,
Pakistan,Should mental health be viewed as a human rights concern?,There needs to be a shift in viewing mental illnesses from a biomedical model to one that emphasises the psychosocial perspective.,"13 Oct, 2020 08:02am"
Pakistan,Centre launching five-year uplift plan for Gilgit-Baltistan,"Infrastructure, agriculture, tourism, health and education among major sectors in the programme.","06 Oct, 2020 08:52am"
Pakistan,Covid-19 can spread rapidly in winter: NIH,"Recommends for all federal, provincial and district health departments to keep continuous surveillance.","08 Oct, 2020 10:46am"
,,,
,,,
Newspaper,We are happy to be in Pakistan and will play competitive cricket: Chigumbura,Says this tour is a good opportunity for him to repeat his previous performance in Pakistan.,"22 Oct, 2020 10:09am"
,,,
Pakistan,18-month-old infected with poliovirus in Bahawalnagar,Official says the child contracted the disease after his parents visited and stayed in Faisalabad.,"01 Oct, 2020 10:30am"
,,,
Newspaper,Asia-Pacific Group keeps Pakistan on enhanced follow-up list,The review is based on the performance as of Feb; Pakistan has made robust progress on the FATF's action points since then.,"12 Oct, 2020 10:59am"
,,,
Pakistan,UNDP asked to continue support for local govt system in ex-Fata,"Sources claim as LG polls not in sight, UN agency has lost interest in supporting govt.","02 Oct, 2020 12:50pm"
Pakistan,Fawad Khan and Sadaf Fawad welcome baby girl,The high school sweethearts already have two children; son Ayaan and daughter Elayna.,"16 Oct, 2020 12:03pm"
World,Pakistan believes in restoring Azerbaijan's sovereignty over Nagorno-Karabakh: Qureshi,The foreign minister expressed these views during a telephone conversation with his Azerbaijani counterpart.,"20 Oct, 2020 02:53pm"
Newspaper,Committee delists auction of three state properties,"The properties include 120 kanals in Multan, 49 kanals in Rahim Yar Khan and Republic Motors in Lahore.","15 Oct, 2020 08:48am"
Newspaper,Salim Malik upbeat about winning transcript case,The ICC letter produced by the PCB for the first time says transcript is not authentic.,"13 Oct, 2020 10:13am"
,,,
,,,
Pakistan,Commission on human rights being made functional,"Applications have been invited for appointing a chairperson from Punjab, Sindh, KP, Balochistan and Islamabad.","07 Oct, 2020 10:03am"
,,,
,,,
,,,
Newspaper,Misbah aims to pick pool of 22 for Zimbabwe ties,Misbah says intra-squad matches will also be held to prepare the squad for ODI format.,"07 Oct, 2020 10:24am"
Pakistan,"Buddha statues, coins found in DI Khan school",Deputy commissioner Mohammad Umair says district administration has taken possession of the antiquities.,"04 Oct, 2020 11:53am"
,,,
,,,
World,'I'm really sorry': Teary-eyed Kim apologises for not meeting North Koreans' expectations,"At a weekend military parade, Kim's voice trembled momentarily as he spoke of “tears of gratitude” for his people's efforts.","13 Oct, 2020 04:51pm"
,,,
,,,
Pakistan,Sindh IGP leads massive operation to arrest absconders in UC chairman attack case,"Deceased Mukhtiar Chandio’s daughter, Umme Rubab, has been pursuing the case.","30 Oct, 2020 10:54am"
Pakistan,LHC dismisses pleas against CCP establishment,First petition filed in 2009 when commission started taking action in terms of price regulation.,"27 Oct, 2020 08:55am"
,,,
,,,
,,,
Pakistan,"KP government withdraws Kharqamar case against PTM leaders, others","MNAs Mohsin Dawar and Ali Wazir stand acquitted after court disposes of the case, according to prosecutor.","14 Oct, 2020 06:44pm"
,,,
Pakistan,"Probe finds five inspectors, 10 personnel guilty of custodial killing",Ali Hyder Roonjho and Soomar Mahar were shot dead by a police team in May.,"24 Oct, 2020 12:09pm"
,,,
,,,
Pakistan,Federal govt to introduce electric buses in Karachi: minister,"Transport is a big issue for the people of the metropolis, says Fawad Chaudhry.","05 Oct, 2020 09:02am"
Pakistan,Buzdar opens Punjab Rozgar scheme,"Chief minister announces that loans of Rs100,000 to Rs10 million will be given at minimal interest rates.","02 Oct, 2020 12:27pm"
Sport,Pakistan win 1st ODI by 26 runs as Zimbabwe bundle out for 255,Shaheen Shah Afridi and Wahab Riaz took five and four wickets respectively.,"31 Oct, 2020 10:20am"
Pakistan,Sindh governor strikes conciliatory tone in effort to end mistrust over islands issue,"Invites Sindh authorities, environmentalists and members of civil society to initiate a debate over their concerns.","16 Oct, 2020 11:06am"
,,,
,,,
,,,
Newspaper,"Spain, Germany hold on for Nations League wins","Spain lead League A Group 4 with seven points, ahead of Germany on five, Ukraine on three, and Switzerland with one.","12 Oct, 2020 10:16am"
World,"Kuwait's new emir meets senior US, Iranian officials","Sheikh Nawaf is expected to uphold the Opec member state’s oil and foreign policy, which promoted regional detente.","04 Oct, 2020 03:10pm"
World,Alleged IS militants known as 'Beatles' headed to US to face charges,The pair will face trial on US charges for their alleged involvement in beheadings of Western hostages.,"07 Oct, 2020 08:54pm"
,,,
Pakistan,Editorial: Is the govt silently laying the foundation for large-scale digital surveillance of citizens?,The clandestine nature of the govt's key demands to big tech companies suggest that something sinister is at play.,"16 Oct, 2020 07:53am"
Newspaper,Wonder Craft: Plastic bottle activity,"Hey kids, tired of empty plastic bottles? Let’s make an interesting game for your leisure time.","17 Oct, 2020 07:07am"
,,,
,,,
,,,
Pakistan,Gujranwala CPO posted with ‘specific assignment’,Six DIGs and 68 DSPs reshuffled.,"11 Oct, 2020 11:39am"
Pakistan,This mother who lost her son in the Baldia factory fire is not done fighting,"Eight years on, families of the Baldia factory fire victims say they've only received ""half justice"".","11 Oct, 2020 12:46pm"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Pakistan,"Over 5,800 names struck off travel blacklist: ministry",Relief went mostly to deportees who either travelled abroad on forged documents or were found involved in crime in host country.,"18 Oct, 2020 08:29am"
,,,
Newspaper,Wheat supply from ports resumes,Confusion persists over axle load regulations.,"29 Oct, 2020 09:06am"
,,,
World,"Armenia, Azerbaijan trade accusations of breaching Karabakh ceasefire",The ceasefire deal was announced after talks between the two countries' top diplomats mediated by Russia.,"11 Oct, 2020 10:46am"
Newspaper,SAPM on revenue appointed,Dr Waqar Masood Khan will enjoy the status of a minister of state and is tasked to bring reforms within the tax machinery.,"06 Oct, 2020 10:05am"
Newspaper,Trade deficit surges 19.5pc in September,"Wheat, sugar and industrial raw material imports were main drivers.","06 Oct, 2020 10:08am"
,,,
,,,
,,,
,,,
Pakistan,The prime minister appears incapable of rationally dealing with any political crisis,The PM has the rare quality of pushing everyone into the opposition camp.,"21 Oct, 2020 09:57am"
,,,
Newspaper,Hesitant ECC defers decision on rise in wheat support price,Approves Rs72.6bn technical supplementary grant to Power Holding Ltd.,"15 Oct, 2020 08:35am"
,,,
Newspaper,"China, Vatican renew secretive deal on bishops",The deal allows both Beijing and the Holy See a say in appointing bishops.,"23 Oct, 2020 10:00am"
Pakistan,Senate committee slams blanket ban on TikTok,Asks govt to take corrective measures instead of adopting an ‘isolationist’ approach.,"13 Oct, 2020 08:59am"
,,,
,,,
,,,
,,,
,,,
,,,
Pakistan,Men in Pakistan need to stand with the women fighting for a safer country,The greatest stride for women’s rights in the last quarter century remains the Women’s Protection Bill of 2006.,"01 Oct, 2020 08:18am"
Pakistan,Balochi-language singer gunned down in Turbat,Hanif Chamrok was at home when unidentified men opened fire.,"09 Oct, 2020 09:07am"
,,,
Pakistan,IGP issues guidelines for officers’ appearance before courts,They were issued following complaints and reservations of senior judges about Punjab police officials appearing in courts.,"04 Oct, 2020 11:30am"
,,,
World,Academy-award winner Jeff Bridges diagnosed with lymphoma,"Bridges, 70, said he is starting treatment for the condition and that the “prognosis is good.”","20 Oct, 2020 01:06pm"
,,,
Pakistan,Alvi asks people to observe SOPs for some more months,"""The virus has resurfaced in America, France, Spain, England and other European countries,"" he says.","19 Oct, 2020 09:59am"
Pakistan,"IHC orders govt to expedite relocation of Kaavan, brown bears","There is no appropriate sanctuary for relocating the bears and the Punjab govt is not ready to accept responsibility, court says.","01 Oct, 2020 10:47am"
Pakistan,Pakistani footballer Karishma Ali makes it to Forbes 30 under 30,The 21-year-old is the first girl from Chitral to play sports on both the national as well as international level.,"12 Oct, 2020 04:32pm"
,,,
,,,
,,,
Pakistan,"Govt convenes NA, Senate sessions amid rising political heat",Sittings called on the day of opposition alliance’s first public meeting in Gujranwala.,"15 Oct, 2020 09:29am"
,,,
,,,
,,,
,,,
Newspaper,"Europe surges past 250,000 virus deaths as Israel lifts lockdown",Europe’s death toll makes it the second hardest-hit region after Latin America and the Caribbean.,"19 Oct, 2020 10:45am"
,,,
,,,
,,,
Pakistan,"SHC dismisses pleas for regularisation of 1,500 contract employees’ jobs",The court observed that the Malir Development Authority misused its powers and made recruitments without codal formalities.,"20 Oct, 2020 09:50am"
,,,
,,,
,,,
World,India's Modi opens tunnel route to tense China border,The tunnel traverses Himachal Pradesh and lies on one of two main routes for troops headed to border areas in Ladakh.,"03 Oct, 2020 03:40pm"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Pakistan,Strict monitoring to prevent second wave of Covid-19 in KP,Officials term situation under control as positivity rate drops to 0.7 pc.,"26 Oct, 2020 10:04am"
,,,
,,,
,,,
,,,
Newspaper,"Djokovic scores 70th win at French Open, Ostapenko stuns Pliskova",Djokovic is bidding to become the first man in half a century to win all four majors twice.,"02 Oct, 2020 11:49am"
Newspaper,"Senior players, officials breach  bio-secure protocols at National T20 Cup","""Those breaching bio-secure protocols in the future will be sent packing from the tournament,"" the PCB warned.","17 Oct, 2020 11:22am"
,,,
,,,
Newspaper,First Israeli delegation arrives in Bahrain with Trump aides,The Israeli delegation was accompanied by US Treasury Secretary Steve Mnuchin.,"19 Oct, 2020 08:39am"
,,,
,,,
,,,
World,Pompeo brings anti-China roadshow to Indian Ocean islands,"Says US comes as a ""friend and partner"", calls the Chinese Communist Party a ""predator"".","28 Oct, 2020 02:29pm"
,,,
Newspaper,"Rs1,600 minimum support price recommended for wheat",Wheat flour prices have already increased by almost 50pc under the current government.,"22 Oct, 2020 08:48am"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Newspaper,The mermaid and the drunks,"The action-reaction approach posits that if Muslims in India somehow behaved better publicly and privately, the bias against them","06 Oct, 2020 09:15am"
Newspaper,"Europe’s pushback of migrants ‘shameful’, says UN refugee chief","Warns of ""dangerous lines of thinking emerging in some of the world's richest countries"".","06 Oct, 2020 10:41am"
World,"On UN Day, PM Imran calls for implementation of Security Council resolutions on Kashmir","The RSS-BJP regime has continued an inhuman military siege and imposed draconian restrictions in the valley, says PM Imran.","24 Oct, 2020 03:24pm"
,,,
Pakistan,'Is it not their job?': LHC chides Punjab IGP for rewarding police on motorway rape suspect's arrest,"""If this continues, policemen will first wait for a reward announcement and then nab suspects,"" LHC chief justice says.","14 Oct, 2020 08:01pm"
Pakistan,"I stand by my stance, have never made irresponsible statements: Ayaz Sadiq","""I am standing by my stance and you will see in future, I have many secrets. I had been heading the National Security Committee.""","31 Oct, 2020 09:09pm"
Pakistan,CM opens work on 35km Tirah road,"""The govt is taking solid measures to address the problems of those living in tribal districts,"" he says.","17 Oct, 2020 10:57am"
,,,
Pakistan,SC rejects police report on Hazara killings,Top court also expresses dissatisfaction over probe findings on missing persons.,"02 Oct, 2020 09:18am"
,,,
,,,
Newspaper,US air strike kills five Taliban in Wardak,Violence has escalated in recent weeks with clashes taking place between the insurgents and government troops across the country.,"27 Oct, 2020 10:15am"
,,,
Pakistan,Islamia College University pro-VC being sent on forced leave,The official has been sent on leave over irregularities in the varsity's financial and administrative matters.,"24 Oct, 2020 11:50am"
,,,
Newspaper,FATF to decide about Pakistan status this month,"The govt has already submitted its report to the taskforce and its affiliated review groups, and responded to their comments.","05 Oct, 2020 08:21am"
Pakistan,"13 security personnel, 7 private guards martyred in two attacks in Ormara, North Waziristan",PM Imran has condemned the attack on the OGDCL convoy and sought a report on the incident.,"16 Oct, 2020 09:58am"
,,,
,,,
Pakistan,SHC issues notices to Sindh prosecutor general over Baldia factory fire convictions,Two former MQM workers were sentenced to death by an anti-terrorism court last month.,"13 Oct, 2020 10:11am"
,,,
,,,
Newspaper,Progress in Doha talks will ensure reduction in violence: Pakistan,Foreign Minister Shah Mehmood Qureshi says Afghans have ‘historic opportunity’ to work together.,"25 Oct, 2020 09:36am"
,,,
,,,
,,,
,,,
,,,
,,,
Pakistan,Inquiry into Lahore CCPO’s ‘misconduct’ launched,The initiative has been taken on court order on ex-SHO’s plea.,"14 Oct, 2020 10:19am"
,,,
,,,
Pakistan,Punjab CM takes notice of woman's gang-rape in Nankana Sahib,FIR says six men raped the victim; medical report is awaited.,"01 Oct, 2020 01:19pm"
,,,
Newspaper,Stocks gain 579 points on positive macros,The market once again started out in the positive and the benchmark KSE-100 index continued to climb for all of the day.,"22 Oct, 2020 08:58am"
Pakistan,"Khyber Medical College closes campus, hostels over Covid cases",The college and four hostels have been closed for two weeks after six female students tested positive.,"06 Oct, 2020 11:04am"
,,,
Newspaper,Pakistan urges world not to be selective in fighting terrorism,"""Terrorism must be defeated comprehensively, everywhere, in all its manifestations,"" says Ambassador Munir Akram.","07 Oct, 2020 01:59pm"
,,,
,,,
,,,
,,,
Pakistan,"Ashrafi made special envoy on religious harmony, Middle East",Ashrafi speaks Arabic fluently and is among the few people in Pakistan with personal relations with leaders in the Muslim world.,"23 Oct, 2020 09:21am"
,,,
,,,
,,,
,,,
Pakistan,"Imran Khan should not use state institutions, especially army, as political props: Bilawal","PPP chief says state institutions ""do not belong to a political party"".","09 Oct, 2020 07:33pm"
Pakistan,The problem with naming names,"We have our own superhero in the form of Commander Own-Goal, accompanied by his trusty sidekick, Captain Hit-Wicket.","26 Oct, 2020 08:33am"
,,,
,,,
Newspaper,COLUMN: MUSINGS ON GHALIB,I’ve been working on Mirza Asadullah Khan Ghalib for nearly a decade. My original idea was to work on the ghazals...,"18 Oct, 2020 07:14am"
,,,
,,,
,,,
,,,
Newspaper,Govt has no intention to sell Roosevelt Hotel: minister,"""All reports circulating in the media are nothing more than speculation and political point-scoring,"" says Ghulam Sarwar.","13 Oct, 2020 08:35am"
,,,
,,,
Pakistan,"1,700 houbara bustards released in Cholistan desert","The rare birds were bred and raised by the International Fund for Houbara Conservation, Abu Dhabi.","13 Oct, 2020 08:44am"
,,,
,,,
Pakistan,Editorial: PM Imran's directives to accountability bodies reflect a flawed and deeply troubling approach to justice,Hurling threats at political leaders and vowing to put more pressure on them reeks of a personal vendetta.,"24 Oct, 2020 07:57am"
Pakistan,Punjab IGP’s decision to transfer CIA SP demoralises force,Senior police officers were expecting the IGP would mediate between the CIA SP and the Lahore CCPO following their clash.,"17 Oct, 2020 10:32am"
,,,
Newspaper,New Caledonians reject independence from France,"French president welcomes ""sign of confidence in the republic with a profound sense of gratitude"".","05 Oct, 2020 10:12am"
,,,
Pakistan,Is Maryam Nawaz up to the task of resisting authoritarianism?,Maryam’s support in Punjab isn’t in question.,"04 Oct, 2020 08:49am"
,,,
,,,
,,,
Pakistan,"Opposition promoting enemies’ narrative, minister tells Senate",Shibli Faraz says the opposition is putting national interests and security at stake for their personal interests.,"30 Oct, 2020 08:56am"
Newspaper,Stocks lose another 203 points on political noise,Uncertainty over the political scene kept investors away from the market.,"14 Oct, 2020 08:41am"
Pakistan,Red Zone files: The country is stuck in a political traffic jam and nobody wants to step back,What happened in Karachi has clearly not stayed in Karachi.,"22 Oct, 2020 09:40am"
,,,
,,,
,,,
,,,
World,Fake news spread on WhatsApp to Indian Americans plays stealth role in US election,"Messages on WhatsApp are confidential and cannot be seen by moderators who police misleading memes, claims and other content.","27 Oct, 2020 07:47pm"
Pakistan,"Bilal Abbas, Madiha Imam’s new webseries for Zee5 is not your average love story","Directed by Mehreen Jabbar, the series premieres today on the online streaming platform.","30 Oct, 2020 12:50pm"
,,,
Newspaper,Advice: Learning from failure and success,Some people’s dream end before they even begin. People fall from their ladder of dreams after almost reaching the...,"24 Oct, 2020 07:08am"
,,,
,,,
,,,
,,,
,,,
Pakistan,"Sindh restrained from conducting medical, dental admission test tomorrow",A two-judge SHC bench also issued notices to the federal and provincial law officers for October 22.,"17 Oct, 2020 11:05am"
Pakistan,"Police acted according to law, says Sindh CM on Safdar's Karachi arrest",Says he does have reservations on how arrest was made; announces ministerial committee will investigate entire episode.,"20 Oct, 2020 04:51pm"
Pakistan,"Four Nato vehicles, two trailers torched in Bara",Three men on motorcycles intercepted the trailers at gun point and torched the vehicles.,"17 Oct, 2020 08:57am"
World,Lesson not learned: Europe unprepared as 2nd virus wave hits,Epidemiologists and residents are pointing the finger at governments for having failed to seize on the summertime lull in cases.,"10 Oct, 2020 01:19pm"
Newspaper,PCB confirms not paying Zimbabwe extra money to tour Pakistan,"""The need to entice international players to Pakistan by offering handsome financial rewards is now firmly behind us,"" says Wasim.","18 Oct, 2020 10:49am"
,,,
Newspaper,Protests erupt in US after police kill black man,"The victim had mental issues, says his father.","28 Oct, 2020 09:26am"
,Asim Saleem Bajwa quits as SAPM after PM finally accepts resignation,He will continue to work as the chairman of the China-Pakistan Economic Corridor Authority.,"12 Oct, 2020 06:46pm"
Pakistan,"Fazl rejects dialogue with govt, demands fresh election","We are not ready to hold negotiations with the govt neither are we in its favour, he says.","30 Oct, 2020 11:43am"
,,,
,,,
Newspaper,BOOKS IN BRIEF,This ‘honour roll’ of some of the most well known personalities associated with the Sindh Madressatul...,"11 Oct, 2020 07:01am"
,,,
