Story Heading,Story Excerpt,Timestamp,Section
Newspaper,Pakistan opens border with Iran to resume trade,"With the development, the export of Pakistani mangoes to Iran is now set to resume.","19 Jun, 2020 09:49am"
Pakistan,Seven children drown in Indus near Jherruck,Local divers retrieve all the bodies; Sindh chief minister orders division commissioner to send a report immediately.,"06 Jun, 2020 11:06am"
Pakistan,Legal vacuum brings work at Fata University to standstill,Employees without salary for the last two months.,"08 Jun, 2020 10:20am"
Newspaper,Story Time: Fruit chat,"It is not what you eat, it’s what you listen to that counts.","06 Jun, 2020 07:38am"
Pakistan,Pakistan health data worrisome as compared to neighbouring states,"At 67.1 years, country has lowest life expectancy in region.","12 Jun, 2020 08:53am"
Pakistan,Islamabad court orders FIA to initiate probe against Cynthia Ritchie for tweets on Benazir,"Court says US blogger's remarks about slain former premier seem to be based on ""mala fide"" intent.","15 Jun, 2020 05:14pm"
Pakistan,"PML-N backs SOEs’ sell-off, but wants process delayed",Khawaja Asif says revival of global economy must to get good buyers.,"12 Jun, 2020 08:58am"
Newspaper,Insight: The power of imagination,"Have you ever thought about how people around the world develop stories of movies, dramas, books etc? How scientists...","13 Jun, 2020 07:14am"
Pakistan,MNA Munir Khan Orakzai passes away days after recovering from coronavirus,"Nephew says when family tried to wake him up for morning prayers, he did not respond; had tested negative on May 8.","02 Jun, 2020 12:07pm"
Pakistan,Sindh govt announces resumption of intercity transport from today,SOPs have been prepared for restarting online transport services.,"03 Jun, 2020 10:04am"
Newspaper,"Pakistan have good experience of playing in empty stadiums, says Abid","“It is unfortunate for the fans, and for us. But we’ve played at empty stadiums for the last several years in the UAE.”","17 Jun, 2020 10:02am"
Pakistan,Families of PIA crash victims cast doubts over Sindh govt-funded KU lab,"Relatives praise swift, polite response of Punjab forensic lab.","14 Jun, 2020 11:42am"
Newspaper,France’s wolf population rises further to 580 adults,Government has been allowing grey wolves to multiply despite fierce resistance from livestock owners.,"10 Jun, 2020 09:04am"
Pakistan,Smokers' Corner: Is Imran Khan a populist?,Is populism a problem? Most political scientists seem to think so.,"14 Jun, 2020 09:23am"
Newspaper,Europe to accelerate trials of gene-engineered Covid-19 vaccines,Move could help shots developed by companies like AstraZeneca and Johnson & Johnson.,"11 Jun, 2020 09:53am"
Pakistan,Details of ‘properties’ gathered through surveillance: Justice Isa,In a rejoinder submitted to the Supreme Court the petitioner judge pleaded that the complainant was yet to show documentary evidence regarding the three offshore properties of his wife.,"16 Jun, 2020 09:44am"
Newspaper,Australian Football League resumes with a thriller and anti-racism protest,“I’m not comfortable that ... Heritier feels that he’s been a little bit diminished in our environment.”,"12 Jun, 2020 11:49am"
Pakistan,Iqra Aziz's doppelganger has her own sister confused,"Can’t say we blame her; the resemblance between Iqra and Lebanese architect Nour, is uncanny!","04 Jun, 2020 05:51pm"
Newspaper,"Don’t compare Babar with Kohli, pleads Younis","“It is unfair to compare Babar with Kohli because the latter has been playing international cricket for more than a decade.""","15 Jun, 2020 09:54am"
Pakistan,Committee being formed to boost construction sector,Federal cabinet allows provinces to impose lockdown in coronavirus hotspots.,"17 Jun, 2020 08:56am"
Newspaper,"Amir, Haris opt out of England tour","The head of the selection committee Misbah-ul-Haq, who is busy to pick 25-member team  for the tour recei­ved a non-available message from both Haris and Aamir.","12 Jun, 2020 11:20am"
Newspaper,India call off Zimbabwe cricket tour,"“The Indian cricket team will not travel to Sri Lanka and Zimbabwe owing to the current threat of Covid-19,” says a BCCI statement.","13 Jun, 2020 10:08am"
Pakistan,Lower Dir residents complain of delay in virus test results,Residents say swab samples were taken a week ago but results were awaited.,"12 Jun, 2020 11:06am"
Pakistan,Body clears bills allowing perks for parliamentarians’ family members,"Farooq H. Naek says change in the bill would not add burden on national exchequer, as only procedural changes have been made.","17 Jun, 2020 09:23am"
Newspaper,Minister defends Steel Mills retrenchment decision,Hammad says those opposing government’s plan are only playing politics.,"05 Jun, 2020 08:15am"
Pakistan,HRCP raps use of stun baton in Faisalabad,HRCP says use of stun batons and similar implements clearly carries state endorsement if the police have been equipped with them.,"10 Jun, 2020 10:31am"
Pakistan,Railways director IT fired for ‘not coming up to expectations’,“It happens when you lose your best employees and hire those having inadequate skills and competence to contribute.”,"04 Jun, 2020 10:33am"
Pakistan,Essential Services Act enforced in USC,Labour union terms the move tantamount to encroaching upon legal rights of employees.,"18 Jun, 2020 09:57am"
World,PM Imran offers to help India with Covid-19 fallout by sharing details of govt's cash programme,"Indian foreign affairs ministry spokesperson says the country's ""stimulus package is as large as Pakistan's GDP"".","11 Jun, 2020 10:13pm"
Pakistan,Sonya Hussyn replaces Faryal Mehmood in movie about lockdown,Hussyn will be starring alongside Gohar Rasheed in the film.,"15 Jun, 2020 02:40pm"
Pakistan,Controversial Auqaf land being prepared for sale of plots,District administration officials are not forthcoming about the issue.,"08 Jun, 2020 09:42am"
Pakistan,KP businessmen call for complete end to lockdown,"Also ask govt to pay tax refunds, lift ban on wheat transportation.","03 Jun, 2020 10:24am"
Pakistan,AJK govt enforces smart lockdown for 15 days,Shops and businesses to open from “Fajr to Maghrib” five days a week but there would be complete lockdown on Tuesdays and Fridays.,"03 Jun, 2020 10:09am"
Pakistan,Three women get pre-arrest bail in Uzma case,"Amber Malik and Pashmina Malik, daughters of Malik Riaz, and Amina Usman, wife of Riaz’s sister-in-law’s son granted bail.","02 Jun, 2020 10:29am"
World,"Fists, stones and clubs: China and India's brutal high altitude, low-tech battle","Victims were bludgeoned with hand-made weapons, hit by stones or punched and shoved off a ridge onto rocks and an icy river below.","18 Jun, 2020 01:01am"
Newspaper,US ruling over ancient bronze horse termed a ‘huge victory’ for Greece,The Greek government had written to Sotheby’s auction house in 2018 asking it to stop a sale of the 8th century BC statue.,"13 Jun, 2020 10:31am"
Newspaper,Hafeez blames Covid-19 for Rs3 trillion GDP loss,Growth crashes into negative territory; Public debt increases to 88pc of GDP; FBR revenues to take Rs800bn hit.,"12 Jun, 2020 08:28am"
World,Hollywood stars come out on the streets for historic Black Lives Matter protests,"Across the U.S., many celebs have been doing far more than tweeting supportive words or issuing carefully prepared statements.","02 Jun, 2020 03:51pm"
World,Zuckerberg promises Facebook policy review,The announcement came in the form of a letter to employees.,"06 Jun, 2020 12:38pm"
Pakistan,"Call for PAF C-130, PN ships to bring back Pakistanis",Lawmakers assail government for its ‘failure’ to take timely action over locust attack.,"09 Jun, 2020 06:02pm"
Pakistan,Politics of the moon,Why haven’t we been able to determine Islamic dates in a secular and technological manner?,"02 Jun, 2020 10:15am"
Pakistan,Provinces free to act on own budget projections,PM’s adviser says federal budget estimates are subject to adjustments amid pandemic.,"14 Jun, 2020 08:05am"
Pakistan,Plasma therapy no cure for virus: ministry,"Illegal sale, purchase of convalescent plasma rampant; 5,090 Covid-19 cases, 117 deaths recorded in 24 hours.","17 Jun, 2020 07:32am"
Newspaper,Action over ‘artificial shortage of petrol’ ordered,Ogra and the Petroleum Division have legal authority to physically enter and inspect oil companies’ storage facilities.,"10 Jun, 2020 07:54am"
Pakistan,Locust swarms continue to ravage farms as political players keep bickering over aerial spray,Agriculturists and farmers believe aerial spray has been on the back burner due to political differences between federal and Sindh governments.,"08 Jun, 2020 10:16am"
World,Saudi faces perilous Haj call as virus spikes,Muslim nations are pressing Riyadh to give its much-delayed decision on whether the annual ritual will go ahead as scheduled in late July.,"16 Jun, 2020 01:45pm"
Newspaper,ECC allows duty-free import of wheat,Complete ban on wheat export imposed as commodity’s price in local markets shoot up.,"11 Jun, 2020 08:38am"
Pakistan,Tracing of confirmed patients’ contacts begins in Islamabad's G-9,"Patients' contacts will be quarantined and tested once traced, says Islamabad DC.","14 Jun, 2020 11:18am"
Pakistan,Govt starts efforts to win back BNP-M’s support,Senate Chairman Sadiq Sanjrani holds meeting with BNP-M chief Sardar Akhtar Mengal.,"19 Jun, 2020 09:52am"
Newspaper,Antifa: A ‘terror’ group or Trump’s straw man?,Trump has blamed leftist activist network Antifa for ongoing protest violence in US.,"02 Jun, 2020 09:26am"
Newspaper,PIA to cut freight charges for mango shipments,"Freight rates are expected to be lower for export of mangoes to Manchester, London and Frankfurt.","17 Jun, 2020 08:57am"
Pakistan,Who is Justice Qazi Faez Isa?,"A look at the life and work of one of Pakistan's most cited judges, named in a reference before the SJC.","13 Feb, 2021 02:06pm"
Pakistan,Two High Commission officials expelled  by India,The charge was immediately rejected by Pakistan as “false and unsubstantiated”.,"01 Jun, 2020 07:48am"
World,Cannes announces lineup for a festival cancelled by a pandemic,"From an empty movie theatre, festival director Thierry Fremaux announced 56 movies selected from 2,067 submissions.","04 Jun, 2020 09:57am"
Pakistan,Cabinet panel opens debate on outsourcing of major airports,Regulatory part of CAA and commercial part of operations discussed.,"05 Jun, 2020 09:32am"
Pakistan,Unchecked movement of people makes smart lockdown ineffective,Free movement of people seen in most areas under lockdown with no checks from authorities concerned.,"20 Jun, 2020 11:57am"
Newspaper,Fertiliser sales halt amid subsidy uncertainty,"Due to reluctant purchasing by the farmers, substantial fertiliser stocks are stuck with the dealers.","03 Jun, 2020 08:31am"
Newspaper,Democrats unveil police reform legislation,"The bill would ban chokeholds, including the kind used by a police officer in Minneapolis on Floyd.","09 Jun, 2020 09:29am"
World,India overtakes Italy's coronavirus tally as lockdown easing looms,"With more than 236,000 cases, India now has fewer infections than only the US, Brazil, Russia, Britain and Spain.","06 Jun, 2020 06:44pm"
World,Lord of the Rings actor Ian Holm dies at 88,The actor died from a Parkinson’s related illness,"20 Jun, 2020 02:30pm"
World,"'It's not over': Covid-19 cases rise in some nations easing lockdowns, says WHO","Populations must protect themselves from the coronavirus while authorities continue testing, says WHO spokesperson.","05 Jun, 2020 05:39pm"
Newspaper,National Economic Council called to set next year’s growth target at 2.1pc,"Led by the prime minister, NEC comprises the four chief ministers and four cabinet members.","09 Jun, 2020 08:14am"
Newspaper,PTA asks internet users to register VPNs to avoid ban after June 30,Action may be taken against customers using VPNs without permission.,"16 Jun, 2020 07:48am"
Newspaper,Father’s Day: The role fathers play,The earliest memories I have involving my father are about going out to different places with him.,"20 Jun, 2020 09:16am"
World,"Saudi Arabia's coronavirus cases exceed 100,000","The Saudi Ministry of Health has reported 3,045 new cases on Sunday, taking the total to 101,914.","07 Jun, 2020 07:18pm"
Pakistan,PA makes history by conducting proceedings at hotel,The assembly chamber is inadequate to accommodate 371 lawmakers while ensuring social distancing.,"06 Jun, 2020 10:50am"
Newspaper,Palestinian Islamic Jihad leader buried in Syria,"Hundreds attend Ramadan Shallah's funeral, who had been in a coma for more than three years after heart surgery.","08 Jun, 2020 09:11am"
Pakistan,"Two PSM workers protesting against sacking die, say labour leaders",Area SHO denies any death occurred during the protest.,"05 Jun, 2020 09:22am"
Pakistan,Maryam Nawaz is on Instagram and it's not for politics,The account was previously managed by her team.,"16 Jun, 2020 03:24pm"
Pakistan,MQM-P questions hiring of private firm to fill vacancies in Sindh govt,Sindh Testing Service has been working with provincial govt’s departments and attached organisations for past two years.,"09 Jun, 2020 10:37am"
Pakistan,"In our fight with corona, we can always do what we do best: remain in denial — or not","Masks go on the face, and — take it from the Asians — they work, even if you don’t believe in them.","08 Jun, 2020 08:34am"
Newspaper,ICC probing former Sri Lankan trio for graft,Sri Lanka has introduced tough penalties for match-fixing and tightened sports betting restrictions.,"04 Jun, 2020 10:04am"
Pakistan,"KP govt asked to provide beds, ventilators to hospitals",YDA president says people were rushing their critically-ill relatives to hospitals who could not be admitted due to non-availability of beds.,"08 Jun, 2020 10:21am"
Pakistan,Judging the judges: Understanding independence and accountability as all eyes on SC,The question that really goes to the heart of the matter is where to draw the line between accountability and independence?,"04 Jun, 2020 04:55pm"
Pakistan,Sindh govt orders registration of cases against people vandalising hospitals,Police are conducting raids to arrest those involved in the CHK violence.,"01 Jun, 2020 09:23am"
Pakistan,People named in sugar inquiry report won’t be spared: minister,"“There are important revelations in the sugar inquiry report and I assure you that Imran Khan will not spare the culprits,” says Murad Saeed.","09 Jun, 2020 09:53am"
Business,Editorial: A budget without a plan,Surely the government cannot be planning to fly blind into the coming dark clouds?,"14 Jun, 2020 08:07am"
Pakistan,Mayor asks Sindh govt to set up helpline about available facilities at hospitals,"Wasim Akhtar says ""patients who need urgent treatment are being asked to find beds in other hospitals"".","06 Jun, 2020 10:19am"
Pakistan,Highest number of Covid-19 tests in single day,PM’s aide acknowledges number of per day cases rapidly increased in last few days.,"05 Jun, 2020 07:47am"
World,Bollywood actors slammed for protesting racism abroad while promoting colourism at home,"""Maybe also stop supporting a skin bleaching cream which promotes anti-blackness,” one user replied to Priyanka Chopra’s post.","08 Jun, 2020 12:28pm"
Pakistan,Balochistan opposition holds protest over new PSDP,They marched on Zarghoon Road and gathered in front of the official residence of the chief minister.,"11 Jun, 2020 10:06am"
Pakistan,"Pakistan among pioneers of 'smart lockdown' approach, says PM Imran","Imran Khan highlights govt's dilemma in Covid-19 fight, says a sweeping lockdown could cause a ""collapse of the economy"".","06 Jun, 2020 11:41pm"
Pakistan,The veils come off,The compromise formula of intermittent lockdowns is still not acceptable to those who arbitrate between our lives and livelihoods.,"12 Jun, 2020 07:17am"
Pakistan,"Torture, sexual abuse of maid: Three women among seven booked in Rahim Yar Khan",Victim says she was kept in illegal confinement and was not allowed to meet her family during the course of her employment.,"15 Jun, 2020 09:49am"
Pakistan,Four injured along LoC in Indian shelling,The heavily militarised LoC has been frequently witnessing ceasefire violations in a serious breach of November 2003 truce agreement.,"10 Jun, 2020 09:18am"
Pakistan,Judge orders jailer to produce Uzair Baloch in Karachi court,Trial to resume in policemen killing case.,"07 Jun, 2020 11:10am"
Pakistan,"10 doctors, MNA test positive for Covid-19",Toba Tek Singh DHQ hospital’s gynae ward’s two female medical officers among those who tested positive.,"04 Jun, 2020 10:47am"
Pakistan,SC judge questions govt intent over Justice Isa case,Says certain quarters not happy with judgement in sit-in case.,"04 Jun, 2020 08:07am"
World,Vogue's Anna Wintour apologises for not giving space to Black creatives,The fashion doyenne wrote: “I take full responsibility for those mistakes.”,"11 Jun, 2020 01:25pm"
Pakistan,"In a bombshell, US blogger Cynthia Ritchie accuses PPP's Rehman Malik of rape",Ritchie also accuses former PM Gilani of manhandling her at the Presidency; both Gilani and Malik rubbish allegations.,"07 Jun, 2020 08:40am"
Pakistan,FIA summons Shoaib Akhtar,FIA cybercrime wing had called Shoaib on the complaint of Taffazul regarding cyberstalking.,"04 Jun, 2020 10:14am"
Pakistan,PTV sacks 2 officials for airing 'incorrect' map of Pakistan,PTI ministers Fawad Chaudhry and Shireen Mazari were among those who had called for an inquiry into the incident.,"11 Jun, 2020 12:54am"
Pakistan,Kohistan clerics to help eliminate honour killings,"“Killing men and women on suspicion only is a great sin and the culprits are liable to be punished strictly,” says cleric.","09 Jun, 2020 11:02am"
Newspaper,German investor confidence highest since March 2006,"“Confidence grows that the growth trough will pass in summer,” says ZEW institute's chief.","17 Jun, 2020 09:18am"
Pakistan,"Capital administration, former Lal Masjid cleric reach agreement",Former cleric to leave mosque premises in three days and will not be allowed to return for two months.,"03 Jun, 2020 10:07am"
Business,"'No new taxes' in Rs7.13 trillion budget FY2021, says govt","Government projects growth of 2.1pc for next fiscal year, up from a 0.4pc contraction in the outgoing year.","13 Jun, 2020 04:55pm"
Pakistan,"PPP suggests mandatory corona tests of govt employees, traders",Party has already told the federal government that if coordinated efforts were not made to prevent the spread of coronovirus.,"03 Jun, 2020 09:23am"
Newspaper,"Africa urges UN probe into US ‘systemic racism’, police violence","African group strongly condemns “continuing racial discriminatory and violent practices perpetrated by law enforcement agencies against Africans"".","17 Jun, 2020 09:27am"
Pakistan,Two persons buried with corona SOPs tested negative,Local health authorities and administration in Kasur forced the families to follow the SOPs.,"05 Jun, 2020 10:00am"
Pakistan,KP to lift tourism restrictions on Tuesday,"Minister Azam Khan Swati says govt fighting virus, economic crisis simultaneously.","07 Jun, 2020 11:56am"
Newspaper,Probing a post-Covid-19 world,The anger over the murder of George Floyd blends into a force that has also been driving the movement against war across the world.,"09 Jun, 2020 06:57am"
World,In pictures: 'I can't breathe' — George Floyd's killing sparks protests across US,"Dozens of US cities remain under curfews after Floyd’s death, the latest case of police brutality against black men, prompts an outcry over racism.","02 Jun, 2020 04:52pm"
Newspaper,Seoul’s unification minister resigns over tensions on North Korea,Kim expresses hope that his departure  “will be a chance to pause for a bit”.,"20 Jun, 2020 08:45am"
Newspaper,"New Delhi could soon see half a million virus cases, say officials",India is easing its national lockdown to ease the devastating economic blow dealt by the virus.,"10 Jun, 2020 09:11am"
Pakistan,Smart lockdown is only option: PM Imran,"“I want to inform you that in Pakistan the number of deaths will increase in coming days, but ... India has also reached a conclusion that the lockdown is not a solution.”","12 Jun, 2020 08:40am"
Pakistan,Gohar Rasheed and Faryal Mehmood are working on a film about lockdown,"Directed by Abu Aleeha, the film will show how a couple is affected by the pandemic and lockdown.","11 Jun, 2020 09:35pm"
Newspaper,"Tokyo Olympics will be safe, says governor",Tokyo governor says the city is committed to holding the event as a “symbol of human triumph” over the virus.,"14 Jun, 2020 11:04am"
Pakistan,Govt ready to include global pilots’ body in crash probe,Minister says preliminary report on tragedy to be submitted to NA on 22nd.,"11 Jun, 2020 07:52am"
Pakistan,Ex-PM Gilani sends legal notice to Cynthia Ritchie over allegation of 'physically manhandling' her,"Demands Rs100 million in damages, along with an apology and court and attorney's fees.","10 Jun, 2020 09:45pm"
Pakistan,"Govt under fire over NFC, 18th Amendment debate",MPC alleges matter raised to divert people’s attention from pandemic.,"07 Jun, 2020 11:46am"
Pakistan,Poultry traders postpone strike as govt forms panel to resolve price issue,Chicken meat price has been ranging between Rs300 to Rs350 per kilogram for the last many days due to decrease in supply from the farms to wholesalers.,"01 Jun, 2020 09:27am"
Pakistan,Punjab govt girds for SOPs enforcement after spike in infections,Declares masks mandatory for civil servants; plans coronavirus awareness day.,"04 Jun, 2020 10:32am"
Newspaper,"Pakistan players excited about Younis, Mushtaq appointments","“As part of a young and learning group of batsmen, there cant be a better feeling to have the geniuses of Misbah and Younis on my side.""","12 Jun, 2020 11:33am"
Newspaper,US defence secretary opposes using troops to quell protests,Tens of thousands of demonstrators defy nighttime curfews in several American cities,"04 Jun, 2020 06:58am"
Pakistan,Rubina Ashraf tests positive for Covid-19,The actor confirmed the news to Images and is in self-isolation.,"03 Jun, 2020 12:10pm"
Newspaper,"Tendulkar, Lee seek alternative to saliva on cricket ball",Fast bowlers make the ball swing in the air by shining one side with saliva or sweat.,"10 Jun, 2020 10:05am"
Prism,Hidden cost of Covid-19: Long-term effects of disasters and related school closures on children,"Our bodies, it seems, carry the scars of every injury, and the most harmful are those we suffer before our birth.","17 Jun, 2020 10:11pm"
Newspaper,COMMENT: A question of judiciary’s independence,It seems the most troublesome clients are judges themselves.,"20 Jun, 2020 12:42pm"
Pakistan,AJK legal fraternity concerned over delay in appointment of CJs,"The non-appointment of permanent CJs is not only a violation of the AJK Constitution, it’s also hampering many important judicial functions, say judges.","03 Jun, 2020 09:06am"
Newspaper,Reflections: Health is priceless,"Sitting on my bed with my laptop, browsing some stuff for my university’s assignment got me so lost in it that I...","20 Jun, 2020 09:16am"
Newspaper,IMF says debt suspension fast-acting response to coronavirus crisis,“The IMF and the World Bank have championed debt service suspension as a fast-acting measure for countries that lack the financial resources to adequately respond to the crisis.”,"12 Jun, 2020 11:11am"
World,Emmy Awards happening in September as planned,"“I don’t know how we will do this or even why we are doing this, but we are doing it and I am hosting it,” said Jimmy Kimmel.","17 Jun, 2020 12:28pm"
Pakistan,Mira Sethi's book will hit shelves in April 2021,"The actor had a discussion with aunt Moni Mohsin about her collection of short stories, Indo-Pak relations and Donald Trump","12 Jun, 2020 05:31pm"
Pakistan,"Rubina Ashraf is recovering well, shares daughter","""Please stop spreading misinformation about my mother,"" said Minna Tariq","09 Jun, 2020 01:45pm"
Newspaper,"Turkey’s Grand Bazaar reopens, along with cafes and restaurants",Traders were dusting shelves and tidying their shops while janitors scrubbed floors as the world-famous site welcomed visitors again.,"02 Jun, 2020 09:00am"
Sport,Kiran More says Miandad incident overshadowed his career,"“No one talks about my world record six dismissals in one Test match.""","07 Jun, 2020 09:59am"
Pakistan,"Relaxing lockdown, SOPs’ violation led to increase in Covid-19 cases: Punjab health official",Says people visited hometowns for Eid and returned as virus carriers.,"15 Jun, 2020 10:20am"
Newspaper,World urged to intervene over killings in held Kashmir,13 Kashmiris lost their lives in two separate incidents in Nowshera sector of Rajouri district and Mendhar in Poonch district on Monday.,"03 Jun, 2020 09:10am"
Newspaper,Economic survey 2019-20: V-shaped recovery highly likely,Govt’s Rs1.24tr stimulus to help economy get back on track.,"12 Jun, 2020 09:36am"
Newspaper,Bismah retained as captain as PCB awards central contracts to nine women cricketers,Left-arm spinner Anam Amin and middle-order batter Omaima Sohail are the new entries in the central contracts.,"06 Jun, 2020 10:35am"
Pakistan,"PM, other PTI leaders have properties in UK: Justice Isa",Application submitted to SC says properties were acquired illegally.,"17 Jun, 2020 08:29am"
Newspaper,Air quality drops as lockdown eases,Air pollution reaches hazardous level on weekends.,"02 Jun, 2020 12:04pm"
Pakistan,Sindh assails policy about people coming from abroad,“Only those who test negative for coronavirus should be allowed to go home.”,"05 Jun, 2020 09:55am"
Newspaper,Book review: Disney Pixar Storybook Collection,"Watching an animated film may be a great experience, but what about those who are interested in reading the story of the movie than watching it?","06 Jun, 2020 07:38am"
Pakistan,Courts resume work across KP,All visitors and staff members followed the standard operating procedures formulated by the court.,"02 Jun, 2020 10:29am"
Newspaper,Covid-19 survivor in US receives double lung transplant,The Chicago patient is in her 20s and was on a ventilator and heart-lung machine for almost two months before her operation at Northwestern Memorial Hospital.,"12 Jun, 2020 10:46am"
Newspaper,Iran suggests up to 225 killed in November protests,London-based human rights group Amnesty International has put the number at more than 300.,"01 Jun, 2020 09:38am"
Pakistan,Asif Farrukhi's students remember his kindness and marvel beyond the classroom,"“All my life, teachers made me feel stupid for not being great at Urdu. But Asif sahab was really something else.""","05 Jun, 2020 12:37pm"
Newspaper,Economy to contract even more than estimated earlier: WB,"""Pakistan and Afghanistan are both projected to experience contractions as mitigation measures are anticipated to weigh heavily on private consumption.""","09 Jun, 2020 08:30am"
Newspaper,Putin condemns ‘mayhem and rioting’ at US  anti-racism protests,"“If this fight for natural rights, legal rights, turns into mayhem and rioting, I see nothing good for the country.”","15 Jun, 2020 08:53am"
Newspaper,I am hoping to make my Test debut on England tour: Haris Rauf,"“I have the experience of playing four-day cricket in Australian domestic season,"" says Rauf.","19 Jun, 2020 10:18am"
Pakistan,"Locust invasion threatens entire country, SC told","The immediate challenge in the coming weeks is the presence of locust in Sindh, KP and Balochistan.","07 Jun, 2020 07:24am"
Pakistan,"Farogh Naseem resigns as law minister, will represent govt in Justice Isa's reference case","Naseem says he has resigned on the ""request"" of the prime minister.","01 Jun, 2020 01:44pm"
Business,NCOC allows exports of PPEs,"Ban on exports of N-95 masks, surgical masks and Tyvek suits will remain in place.","10 Jun, 2020 08:38am"
Newspaper,Policeman charged in Floyd death set to appear in court,"Derek Chauvin, 44 is facing second-degree murder, third-degree murder and manslaughter charges for his role in Floyd’s death.","09 Jun, 2020 09:26am"
Pakistan,Foreign team completes its task in air crash probe,Police register a report about the incident.,"01 Jun, 2020 08:11am"
Pakistan,HSY recalls Prince Charles and Lady Diana's wedding procession,"""I was lucky to catch a glimpse of the Royal Carriage with the beautiful Queen of Hearts waving to the jubilant crowd.""","18 Jun, 2020 04:00pm"
Pakistan,"Hafeez, Hammad told to be present in NA during budget debate",Absence of key members of govt’s economic team from the house pointed out by Minister of State for Parliamentary Affairs Ali Muhammad Khan.,"18 Jun, 2020 08:26am"
