Story Heading,Story Excerpt,Timestamp,Section
Pakistan,Bilawal asks Sindh govt to prepare for ‘worst’ coronavirus situation,Urges Centre to support Sindh govt and make the fight against Covid-19 a united effort.,"10 Apr, 2020 09:15am"
World,"Spain, Austria ease lockdowns but WHO warns coronavirus 'has not peaked'",WHO says number of new cases are easing in some parts of Europe but outbreaks are growing in Britain and Turkey.,"14 Apr, 2020 08:53pm"
Newspaper,Traders demand deeper rate cuts to kick-start ailing economy,Say exports have taken a hit since lockdown started.,"18 Apr, 2020 09:49am"
Business,Stocks plunge on global oil price rout as KSE-100 closes 3.2pc in red,"Benchamrk index closes at 32,422 – down 1,076 points for the day after upheaval in global oil price amidst slowdown.","21 Apr, 2020 08:55pm"
Business,Dollar gains 90 paisas against rupee in interbank market,"Currency dealers attribute the movement in the exchange rate to ""a continuation of the events of the past one month"".","08 Apr, 2020 01:47am"
Newspaper,Small retailers look for relief,A majority of shopkeepers operates under the official radar.,"27 Apr, 2020 08:20am"
Pakistan,Your favourite cricketers are taking on the push-up challenge in lockdown,Pakistan’s Test captain Azhar Ali decided to kick off the challenge and is encouraging everyone to join in.,"06 Apr, 2020 08:29pm"
Pakistan,"PML-N, PPP doubt PM will take ‘friends’ to task","Imran and his ""wingmen"" stole the nation's wheat and sugar while he was blaming others, says Marriyum Aurangzeb.","05 Apr, 2020 06:56am"
Newspaper,"Arsenal announce 12.5% pay cuts for players, coaching staff","Liverpool, Tott­enham Hotspur and Bourn­emouth reversed decision to furlough non-playing staff following criticism.","22 Apr, 2020 10:43am"
Pakistan,"Prices of pulses continue to soar despite tax relief, lower transport cost","With Ramazan fast approaching, the increase in prices is seen as an alarming trend.","13 Apr, 2020 09:32am"
Pakistan,In-camera session of parliamentary panel on Covid-19 today,Agenda includes discussion on impacts of lockdown and steps required to protect country’s economy.,"27 Apr, 2020 08:13am"
Pakistan,"CII endorses govt restrictions on prayer congregations, asks not to associate Covid-19 with any group","Council of Islamic Ideology advises govt against arresting imams, use mosques as community centres for relief efforts.","03 Apr, 2020 08:02am"
Pakistan,Cafe Sweet Tooth is creating protective gear for healthcare professionals,"Whenr estaurateur Umer Hussain found out how much places were profiting off making gear in these times, he stepped in.","04 Apr, 2020 11:46am"
Newspaper,"Ball shining, celebrations to change post virus, says Tendulkar","“Everyone will be conscious of maintaining social distancing.""","24 Apr, 2020 10:36am"
Newspaper,Tokyo Olympic staffer tests positive for Covid-19,The Tokyo Olympics were postponed last month until 2021 because of the Covid-19 pandemic.,"23 Apr, 2020 10:01am"
Pakistan,"5,336 Tableeghi activists allowed to return home",These activists tested negative for the coronavirus.,"20 Apr, 2020 10:16am"
Newspaper,"Obesity is major Covid-19 risk factor, says epidemiologist","""Those who are overweight need to be really careful,"" says France's chief epidemiologist.","09 Apr, 2020 09:05am"
Newspaper,Govt seeks consultation on data protection bill,Rights groups want public’s right to privacy protected during Covid outbreak.,"11 Apr, 2020 08:18am"
World,'Still haven't touched my son without gloves': A mum with coronavirus on giving birth,"Was not allowed to be near my son for 10 days after giving birth, mother recalls being operated on by doctors in PPE.","03 Apr, 2020 03:11pm"
Newspaper,"Europe still in eye of the storm, says WHO",Positive signs in Spain and Italy overshadowed by sustained or increased levels of infections in other countries.,"17 Apr, 2020 08:44am"
Pakistan,Reports on Mullah Mansour’s assets attachment sought,"The Afghan Taliban leader had reportedly purchased property in Karachi, Quetta and Peshawar using fake identities.","12 Apr, 2020 07:32am"
Pakistan,Ushna Shah questions doctors taking breaks while saving lives,Is it really so bizarre to take a breather while being on the frontlines of a global pandemic?,"10 Apr, 2020 12:12pm"
Pakistan,Hundreds of animals die after being abandoned in Empress Market,"The Ayesha Chundigar Foundation rescued survivors, which were unfortunately about 30% of the animals.","08 Apr, 2020 12:32pm"
Newspaper,Social media outlets see surge in number of Pakistani users,PTA says traffic of video conferencing platforms during outbreak has increased five times.,"15 Apr, 2020 07:57am"
Pakistan,Short comedy shows what it's like to be a woman with a disability in Pakistan,"A comedy film featuring a main character with a disability, casting an actor with said disability. Keep up, Hollywood!","18 Apr, 2020 07:22pm"
Pakistan,Crowd manhandles policemen for enforcing Friday prayers restrictions in Karachi's Liaquatabad,"Seven arrested as police officials say most of the mosques in Sindh ""responded positively"" to the lockdown measures.","04 Apr, 2020 07:40am"
Pakistan,"With Karachi's hospitals denying treatment, where do the rest of the patients go?",Hundreds of thousands of patients with non-communicable diseases have no access to medical treatment.,"23 Apr, 2020 09:39am"
Pakistan,Peshawar man kills 7-year-old niece for 'making too much noise',"The suspect is currently at large, says police official.","26 Apr, 2020 11:41pm"
Newspaper,"Hafeez, Malik should retire gracefully: Ramiz Raja","“I come across both during my assignments that is why I avoid making personal comments.""","07 Apr, 2020 08:59am"
Pakistan,"NHA official, IGP’s focal person summoned on transporters’ plea","Petition states that unless highway shops are opened, it will be difficult to continue inter-provincial goods' supply.","29 Apr, 2020 10:54am"
World,Coronavirus could erode global fight against other diseases,"As the world focuses on coronavirus pandemic, experts fear losing ground in fight against other infectious diseases.","16 Apr, 2020 04:50pm"
Newspaper,Development budget likely to be further cut,Move part of larger fiscal rearrangement to put $6bn IMF programme back on track.,"12 May, 2020 03:38pm"
Pakistan,Have we been sleeping on Taher Shah's genius?,"If you think about it, 'Angel/Farishta' is Shah's longest-running musical art piece that took four years to complete.","14 Apr, 2020 10:18am"
Pakistan,"Crises, technology and social protection","Natural disasters or crises expose state fragility, but also present a valuable opportunity for change.","11 Apr, 2020 09:27am"
Pakistan,Lawyer seeks to become party in under trial prisoners’ bail case,Case challenging IHC's suo motu powers to be heard today.,"01 Apr, 2020 08:35am"
Pakistan,Clothing brand Sapphire donates fabric for face masks,"According to Maheen Khan, all the fabric for the 300 face masks they've handed out so far was donated by the brand.","17 Apr, 2020 11:37am"
Pakistan,"In a first, PIA to operate direct flights to US",National flag carrier will be allowed to operate twelve round-trip or one-way passenger or cargo flights.,"30 Apr, 2020 02:16pm"
World,"Doctors, nurses in US leave homes to protect families from virus","“It’s upsetting — even though you know it’s the right decision to leave your family,” says a nurse.","06 Apr, 2020 10:47am"
Newspaper,Prince Charles opens hospital built in nine days to fight virus,"The 4,000-bed facility is the first of six temporary hospitals to be set up across Britain to cope with the outbreak.","04 Apr, 2020 07:42am"
Pakistan,"Centre, Sindh reach consensus over Covid-19 tests on bodies",PM’s aide says country’s testing capacity is gradually increasing.,"18 Apr, 2020 07:34am"
Pakistan,"Faraz, Asim urged to work for improving govt-media ties","APNS welcomes appointment, expresses hope that industry's problems will be addressed.","30 Apr, 2020 10:50am"
Pakistan,"Acquittals in Daniel Pearl murder will be challenged in top court, FM Qureshi assures US","Says US' apprehensions over the acquittals are only ""natural"".","04 Apr, 2020 07:23pm"
Newspaper,Art Corner,"Published in Dawn, Young World, April 4th, 2020","04 Apr, 2020 06:19am"
Newspaper,"Growth to plummet, fiscal deficit to skyrocket: WB","External sector to be hit by falling remittances, rising outflows and rescheduling issues in ‘non-traditional debt’.","13 Apr, 2020 10:55am"
Pakistan,Health workers becoming source of coronavirus spread,Dr Zubair of PDA flays govt for providing PPEs to only the medics dealing with Covid-19 patients.,"28 Apr, 2020 10:18am"
Newspaper,French mull restarting season with cup finals,"French Football Federation president Le Graet says move would offer ""good image for professional and amateur football"".","26 Apr, 2020 10:45am"
Newspaper,"Call for access to quality, affordable internet amid Covid-19 outbreak",Rights groups ask govt to bridge digital divide.,"01 Apr, 2020 08:38am"
Pakistan,Number of coronavirus patients in Hyderabad on the decline,Most of the patients were Tableeghi Jamaat members.,"16 Apr, 2020 09:25am"
Newspaper,Movie review: Onward,"Onward is one of those animated films that start slow, gain pace and conclude with a fantastic climax.","18 Apr, 2020 06:19am"
Pakistan,"Gulshan, Saddar report highest number of Covid-19 cases in Karachi",Hypertension and diabetes found to be most common underlying health conditions in patients.,"11 Apr, 2020 11:40am"
Pakistan,Several localities in Karachi's district East sealed to stop coronavirus spread,Law enforcement agencies have been asked to cordon off the areas to ensure public safety.,"12 Apr, 2020 10:12am"
Pakistan,Section 144 extended for two months across Punjab,"16 patients sent home after recovery, 12 new cases reported.","14 Apr, 2020 09:29am"
Pakistan,The renewed focus on online transactions will lead to the digitisation of finance and commerce,People at home are buying more online though issues remain in delivering stuff owing to lockdown restrictions.,"06 Apr, 2020 08:28am"
Newspaper,279 US citizens flown home aboard chartered flight,"Three more flights are expected to carry home 560 US citizens, 260 diplomats among them.","11 Apr, 2020 09:14am"
Newspaper,Childhood immunisation,THE spread of Covid-19 with all its troubling implications has led governments and world bodies to undertake...,"17 Jul, 2020 04:52pm"
Newspaper,OIC urged to condemn vilification of Indian Muslims,"OIC has expressed concern over Islamophobia in India, but generally there has been silence on the issue in Muslim world.","29 Apr, 2020 08:16am"
Newspaper,ECC meeting to clear Rs200bn for daily wage earners,Nine-item agenda includes technical supplementary grants to various agencies.,"22 Apr, 2020 08:15am"
Pakistan,What desi husbands should really be doing during the Covid-19 lockdown,This is the universe giving you the chance to be a better human being and partner. Use it wisely.,"06 Apr, 2020 11:28am"
Newspaper,US allows Iraq to import electricity from Iran,Washington will reassess whether to renew waiver again once a ‘credible government’ is formed in Iraq.,"27 Apr, 2020 09:26am"
Newspaper,Pakistan first to get G4 rank in South Asia,"Out of the 38 economies in Asia-Pacific, only eight per cent states have managed to achieve G4 status.","24 Apr, 2020 09:34am"
Pakistan,"Govt to provide seed money for IHRA, approve budget in upcoming fiscal year","""The Islamabad Healthcare Regulatory Authority will strengthen the primary healthcare system,"" says Dr Zafar Mirza.","19 Apr, 2020 09:08am"
Pakistan,This art gallery in Islamabad is auctioning pieces to raise money for charity,"So far, the auction has raised Rs110,000, which is enough for two weeks of rations for 25 families during the lockdown.","10 Apr, 2020 11:10am"
Pakistan,"Chattha Bakhtawar, Lohi Bher may be sealed after becoming new Covid-19 epicentres in capital",Both areas are under the observation of health departments.,"19 Apr, 2020 09:00am"
Pakistan,CJP bemoans closure of OPDs for non-corona patients,Punjab AG discloses that 50 inmates in a Lahore prison have tested positive for Covid-19.,"07 Apr, 2020 08:24am"
Pakistan,Nimra Khan tied the knot in a small nikkah ceremony at home,Her beau is a police officer in the UK and the actress revealed that she too will be settling down in London,"20 Apr, 2020 04:12pm"
Pakistan,Body formed to settle Bajaur-Mohmand border dispute,Elders of Khyber tribal district have also launched efforts to resolve the border dispute.,"11 Apr, 2020 11:48am"
,"'Stay safe, stay home,' urges PM Imran as Christians celebrate a subdued Easter","""Pray and celebrate at home while observing national safety protocols,"" says the premier.","12 Apr, 2020 02:47pm"
Newspaper,Cook-it-yourself: Braided puff pastry,Braiding is something all girls know and today the kind of braiding...,"11 Apr, 2020 03:39am"
World,"Crime drops in US, other parts of the world as Covid-19 keeps people inside",Chicago's crime declined 10pc after the pandemic struck while Latin America saw crime drop to decades old level.,"11 Apr, 2020 09:06pm"
Pakistan,We are not even clear about the primary objective of our corona policy,Where are the experts?,"13 Apr, 2020 08:21am"
Pakistan,Ex-food secy terms inquiry report on wheat bid to save flour mafia,Rejects report in letter to CS; seeks judicial inquiry.,"11 Apr, 2020 11:51am"
Newspaper,PCB legal team reviewing ICC’s point-sharing verdict,PCB chairman Ehsan Mani had earlier expressed his disappointment over the verdict.,"19 Apr, 2020 10:15am"
Pakistan,These three brave men in Swat are volunteering to carry out last rites of those dying from Covid-19,"Calling it a ""mission"" and a ""social responsibility"", the group has performed last rites for four people so far.","12 Apr, 2020 01:15am"
Pakistan,Virus claims another life in Gilgit-Baltistan,Eight residents have also recovered from the virus.,"03 Apr, 2020 09:55am"
Sport,Australian cricketers 'sucked up' to Kohli to save IPL deals: Michael Clarke,"""Everybody knows how powerful India are in regards to the financial part of the game,"" says former Australia captain.","07 Apr, 2020 03:26pm"
Pakistan,34 healthcare practitioners infected so far in Karachi,"The rise in local transmissions can be largely blamed on asymptomatic patients or those with mild cases, says expert.","13 Apr, 2020 09:50am"
Pakistan,PIA operation placed under essential service law,"The Pakistan Essential Services Act, 1952 has been implemented with immediate effect and for a period of six months.","30 Apr, 2020 07:54am"
Pakistan,SC seeks information about measures to fight Covid-19,"Details sought about training, PPE's given to medical staff, steps taken to ensure availability of ventilators and meds.","02 Apr, 2020 08:49am"
Pakistan,Parliamentary committee urges release of arrested traders,Dr Fehmida Mirza points out dire need to formulate a unanimous policy regarding lockdown in the country.,"28 Apr, 2020 09:16am"
World,"Amid lockdown in Iran, isolated musicians perform from rooftops","Musicians find performance spaces where they can, including rooftops dotted with water tanks and littered with debris.","16 Apr, 2020 05:49pm"
Newspaper,"Object hurtling through space may be planetary wreckage, say scientists",Scientists have been puzzled by the origin and nature of Oumuamua  since its discovery in 2017.,"15 Apr, 2020 08:50am"
Newspaper,"Yields fall, bids rise in T-bill auction",Govt remains within its auction target of Rs500 billion despite attracting bids worth Rs1.914 trillion.,"09 Apr, 2020 08:42am"
Pakistan,Relief yet to reach affected people as lockdown continues,Needy women block road in Kohat to protest denial of ration.,"08 Apr, 2020 09:55am"
Newspaper,Spotlight,Who is waiting for Black Panther 2?,"25 Apr, 2020 06:44am"
Pakistan,Sindh industrialists seek reopening of production units,"The lockdown will be eased after April 14, says Sindh Chief Minister Murad Ali Shah.","05 Apr, 2020 08:06am"
Newspaper,Premier League players’ ‘backs against wall’ over virus: Rose,"We're all keen to make something happen, says the Newcastle defender.","05 Apr, 2020 11:53am"
Pakistan,"As a 'green stimulus', Pakistan sets virus-idled to work planting trees","Unemployed labourers are now doing jobs as ""jungle workers"", planting saplings for the 10bn Tree Tsunami programme.","01 May, 2020 12:09pm"
Pakistan,Editorial: It is inflammatory for Tariq Jameel to claim that women should be blamed for a global pandemic,"These misogynistic remarks were made during Ehsaas Telethon fundraising event, in the presence of the prime minister.","26 Apr, 2020 02:25pm"
Newspaper,Train belonging to North Korean leader spotted at resort,An online media outlet has reported Kim underwent a cardiovascular procedure earlier this month.,"27 Apr, 2020 09:09am"
Pakistan,The story of biryani is rich and royal. Here's a glimpse - and a recipe,You'll wanna try this kachay gosht ki biryani raita way! (See what we did there?),"24 Apr, 2020 04:39pm"
World,OIC body condemns India's 'draconian' domicile law in occupied Kashmir,Terms the law an attempt to alter the demography and geography of occupied Kashmir.,"04 Apr, 2020 05:13pm"
Pakistan,Govt assures court KPT chief won’t be sacked,Retired Rear Admiral Jamil Akhtar had filed a petition in the IHC against the termination of his contract.,"17 Apr, 2020 09:15am"
Newspaper,WHO warns of long fight ahead,"Still a long way to go with most countries in the early stages of dealing with the pandemic, says WHO.","23 Apr, 2020 08:53am"
World,Daniel Pearl’s murderers can’t be allowed to escape justice,"What’s at stake is not only justice for Pearl, but hundreds of journalists killed by militants in the last two decades.","12 Apr, 2020 07:46am"
Pakistan,An eyewitness account: What happens inside the NCOC — the core decision-making forum for Covid-19,"In its present form, the centre's focus appears to swerve instinctively towards administrative solutions.","19 Apr, 2020 11:32am"
Newspaper,Ballet stars perform in empty Amsterdam,Dancers from the Dutch National Ballet head out into empty streets of Amsterdam to perform a piece inspired by lockdown.,"25 Apr, 2020 10:21am"
Pakistan,What to make of Saleem Malik’s mea culpa?,"Malik, for his service and disservice to the game, was amply paid and has paid amply.","29 Apr, 2020 06:19pm"
Newspaper,Google releases location data to aid Covid-19 efforts,Analysis of location data from billions of Google users is the largest public dataset available to help authorities.,"04 Apr, 2020 08:05am"
World,Britain's Labour Party names Sir Keir Starmer as new leader,Outgoing Shadow Brexit Secretary won with 56.2 per cent of the vote by party members and supporters.,"04 Apr, 2020 03:44pm"
Pakistan,Indian artists warned against online collaborations with Pakistanis,"Through their live sessions, artists from both sides of the border were comforting many during a pandemic.","13 Apr, 2020 02:49pm"
Newspaper,Pakistan included in G20 debt relief plan,"The suspension period for debt relief will start from May 1 and continue till Dec 1, 2020.","16 Apr, 2020 08:54am"
Pakistan,Here's a list of Pakistani leaders fighting the good fight,These women and men are putting in their best at a time when their services are needed the most.,"05 Apr, 2020 09:46am"
Pakistan,Peshawar’s two journalist brothers diagnosed with Covid-19,Both reporters had visited places where confirmed and suspected Covid-19 patients were kept.,"30 Apr, 2020 10:05am"
Pakistan,Balochistan chief secretary given new role in Covid-19 body,Raza Rabbani had objected to a non-elected member leading a group of elected members of the parliament.,"09 Apr, 2020 09:17am"
Pakistan,PIA flights bring British citizens to UK,"According to the British High Commissioner, PIA will advertise eight more flights between April 5 and April 8.","05 Apr, 2020 08:40am"
Pakistan,"61 doctors, paramedics quarantined in AJK after patient tests positive",The doctors were treating a cancer patient “without any iota of suspicion about him contracting coronavirus.”,"11 Apr, 2020 09:25am"
Pakistan,Deserving people’s data being collected at 3 levels,"Applicants getting restless, wish to know when and how they will get assistance.","03 Apr, 2020 09:30am"
Pakistan,Posts okayed for wildlife protection in ex-Fata,"The dept will recruit 375 wildlife watchers, 50 deputy rangers, 64 head wildlife watchers and 4 veterinary assistants.","24 Apr, 2020 09:25am"
Pakistan,India's attempt to link coronavirus to Muslims and Pakistan has 'failed badly': DG ISPR,"Says next 15 days are crucial, ""make your homes your places of worship"".","25 Apr, 2020 08:13am"
Newspaper,Stocks soar 605 points on low inflation outlook,The trigger that set the stage for the rally was the anticipation of single-digit headline inflation for April.,"30 Apr, 2020 08:24am"
Newspaper,Movies to keep boredom away,"Coronavirus is right now a threat to the whole world, but there are many ways to defeat the infectious respiratory...","11 Apr, 2020 03:39am"
World,Disney's foxy Robin Hood is getting a reboot,The film will be a Disney Plus exclusive.,"13 Apr, 2020 06:44pm"
Pakistan,"16 Nishtar doctors, two nurses and seven workers Covid positive: VC","Dr Pasha says hospital has sufficient stock of PPE, more ordered.","14 Apr, 2020 09:24am"
Pakistan,Sindh govt eases lockdown restrictions for 'certain industries' in view of NCC decision,"Educational institutions, public places, marriage halls, malls and markets selling non-essential goods to remain closed.","15 Apr, 2020 11:50am"
Pakistan,Saba Qamar launches YouTube channel with musings on isolation,The actor wrote and produced the first episode of her channel herself.,"22 Apr, 2020 02:14pm"
Pakistan,"Mufti Muneebur Rehman hopes for 'unanimity' in Saturday's meeting between ulemas, President Alvi",Sindh CM says will not enforce strictness during Friday prayers but restrictions on movement to remain.,"16 Apr, 2020 11:02pm"
Pakistan,"Pakistan is doing smart things in an un-smart way, yet again",Adding the word 'smart' to anything does not make it so.,"25 Apr, 2020 01:00pm"
World,UK govt declines to comment on who has the nuclear button while Johnson is ill,"“There are well developed protocols which are in place,” says Cabinet Office Minister Michael Gove.","07 Apr, 2020 04:54pm"
Newspaper,Dropping Amir for T20 World Cup would be a big mistake: Arthur,"Amir has already quit Test cricket last year, a decision which did not go down well with the team management.","21 Apr, 2020 10:05am"
Pakistan,Hundreds of lockdown-hit animals die at Pakistan pet markets,"As the virus pandemic grew, the country's major cities were plunged into lockdown, forcing many pet shops to close.","07 Apr, 2020 08:15pm"
Pakistan,Jang chief editor remanded in judicial custody,Request to let the suspect stay at a hospital during remand turned down.,"29 Apr, 2020 10:41am"
Pakistan,"Favouritism, political infighting mar Covid-19 relief operations in Sindh",Cash distribution among the poor under the Ehsas programme is becoming a new source of political infighting.,"20 Apr, 2020 09:39am"
Pakistan,Pandemic’s economic impact,The mixed messages from the leadership often fail the efforts that have so far been made to fight the virus.,"16 Apr, 2020 09:00am"
Pakistan,"Centre, Sindh trade barbs over Covid-19","CM Murad, SAPM Awan hold press conferences while Asad Umar says all decisions will be taken with everyone on board.","14 Apr, 2020 10:45am"
Newspaper,FIFA draws up guidelines to tackle complaints over pay cuts,The issue of pay cuts for players has exploded as a major controversy in England.,"06 Apr, 2020 09:30am"
Pakistan,‘Depression during lockdown can lead to decrease in immunity’,Expert suggests chalking out a proper schedule to beat lockdown blues.,"17 Apr, 2020 09:28am"
Newspaper,Virus cases surpass 1.5m figure as joblessness soars in US,More than one in 10 Americans have lost their jobs in just the past three weeks.,"10 Apr, 2020 07:46am"
Newspaper,PML-N’s Rafique brothers in surprise call on Pervaiz Elahi,Meeting held to strengthen relations between opposition party and PML-Q.,"12 Apr, 2020 07:23am"
World,Friends reunion special at HBO Max has been officially delayed,Should we just call it The One That Never Happened then?,"11 Apr, 2020 08:30pm"
Pakistan,Coronavirus on the mind: How are people making sense of the pandemic?,Take a look at the findings of a survey conducted by Dawn.com.,"30 Apr, 2020 09:39am"
Newspaper,Earth Day 2020: A planet in jeopardy,"My grandfather, an ecologist and environmentalist, shared with me his bleak vision for the future. It is a vision of...","18 Apr, 2020 06:19am"
Pakistan,Pakistan women's cricket team takes on the #DontRushChallenge,Doggo Oscar and Syeda Nain Abidi's one-year-old son also made an appearance.,"25 Apr, 2020 03:42pm"
Pakistan,There have been far worse pandemics over the centuries,"Just as Covid-19 recognises no social boundaries, so, too, did ancient plagues cross physical and political borders.","11 Apr, 2020 01:48pm"
Pakistan,Palpa asks pilots not to fly any flight,"Palpa says safety compromised, Covid-19 SOPs ignored in recently operated “humanitarian flights”.","06 Apr, 2020 07:51am"
Pakistan,Kashmir MPC reposes trust in govt over measures,"Declaration says measures were ""timely and result oriented"".","23 Apr, 2020 09:20am"
Pakistan,"Even during a pandemic, female doctors are facing harassment","Where doctors are talking about saving yourself from a dangerous virus, some men are trolling them with vulgar messages.","02 Apr, 2020 09:00am"
Newspaper,Lockdown: ‘Total’ to ‘smart’,The decision to reduce pressure on the economy while Covid-19 cases continue to rise has its own perils.,"23 Apr, 2020 12:03pm"
Pakistan,Body formed to finalise guidelines for resumption of small businesses,Traders assure Sindh govt they will follow SOPs if allowed to operate their businesses.,"19 Apr, 2020 09:46am"
