Story Heading,Story Excerpt,Timestamp,Section
World,Editorial: The French president can learn from Trudeau's response to the blasphemous sketches,Among non-Muslim leaders Canadian Prime Minister Justin Trudeau has given a very balanced reaction to the ballooning crisis.,"01 Nov, 2020 08:27am"
Pakistan,"Amid renewed attacks, underrating the terrorism threat is nothing short of daydreaming",Terrorist groups thrive in times of political crises.,"01 Nov, 2020 08:12am"
Pakistan,"APNS, PBA ask govt to look into prolonged detention of Jang owner",The editor-in-chief of Geo/Jang has been in custody since early March.,"01 Nov, 2020 09:34am"
Newspaper,Two law firms shortlisted to fight for Pakistan’s Basmati,PM likely to pick one of the two Brussels-based firms as deadline to challenge Indian claim over rice brand draws near.,"01 Nov, 2020 09:30am"
Pakistan,Rashid warns of ‘worsening’ political situation,Wonders why Ayaz was ‘launched’; says PR to hand over 15 to 20 trains to private sector.,"01 Nov, 2020 12:17pm"
Pakistan,"Notices to IG prisons, police heads over failure to produce Hamza",Jail’s deputy superintendent says Hamza refused to travel in an Armoured Personnel Vehicle from the jail to the court.,"01 Nov, 2020 11:42am"
Pakistan,"CM, ministers continue lashing Ayaz Sadiq",Buzdar says Sadiq and other opposition leaders’ statements are beyond comprehension and represent anti-Pakistan elements.,"01 Nov, 2020 12:15pm"
Pakistan,Centre to grant status of province to GB: minister,"PPP, PML-N term federal minister’s visit to region violation of election rules.","01 Nov, 2020 08:50am"
Pakistan,Former Dawn editor Saleem Asmi passes away,He spent almost half a century in the profession.,"01 Nov, 2020 08:55am"
Newspaper,BOOKS IN BRIEF,A senior journalist heavily involved in charitable efforts in Pakistan and Canada sets out to inspire readers...,"01 Nov, 2020 06:59am"
Newspaper,COLUMN: QUARTET OF COLOUR,"Over four months into 2020’s second half, a quartet of women writers of colour — Zadie Smith, Arundhati Roy, ...","01 Nov, 2020 06:59am"
Newspaper,NON-FICTION: LESSONS FROM ROY'S AZADI,"The primary audience for Arundhati Roy’s latest book may be Indian, but Pakistanis can learn as much from it...","01 Nov, 2020 06:59am"
Newspaper,"FICTION: EAT, PRAY, LOVE IN LAHORE","Although marketed as a bicultural chick-lit endeavour, Hina Belitz’s sophomore novel is elegantly written and humorous.","03 Nov, 2020 02:52pm"
Newspaper,NON-FICTION: WHEN PUNJAB ROSE UP,A meticulously researched and compelling book juxtaposes the role of Punjab’s elites with that of the masses during the...,"01 Nov, 2020 06:59am"
Pakistan,"No more traitor labels, please","A cursory look at Pakistan’s history will tell us that the traitors of today, become the patriots of tomorrow.","01 Nov, 2020 08:29am"
Pakistan,"GB people will vote against PTI, claims Bilawal",Says  PPP will provide the people of GB their own province and right to rule and property.,"01 Nov, 2020 01:15pm"
Pakistan,Opposition leaders agitating to escape accountability: CM,Says no one will be allowed to speak against state institutions.,"01 Nov, 2020 01:17pm"
Pakistan,Covid kills senior dental surgeon,21 health professionals have so far lost life to virus in KP.,"01 Nov, 2020 01:13pm"
Pakistan,Wildlife dept staff recaptures lioness on the loose,"After escaping from the breeding farm, the lioness had entered an adjoining poultry farm and hid herself on the premises.","01 Nov, 2020 11:36am"
Pakistan,One third of journalists facing legal cases at risk of being charged under ATA: report,Report states Sindh most dangerous region for journalists in Pakistan when it comes to the registration of legal cases.,"01 Nov, 2020 11:27am"
Pakistan,Five streets sealed as capital reports over 200 new cases,Exemptions to the order include essential services and supplies such as pharmacies and patients requiring medical aid.,"01 Nov, 2020 11:31am"
Pakistan,Govt agrees to talks with protesters on expulsion of French envoy,"We have already agreed to boycott French goods, dumped products, says traders’ leader.","01 Nov, 2020 11:18am"
Pakistan,"Khuhro, Siyal condemn police raids on MPA Sardar Chandio’s house",Police from seven districts continue search for two absconding accused on fourth day.,"01 Nov, 2020 01:09pm"
Pakistan,Covid-19 vaccine trial gets positive public response in Karachi,"""It’s the first time a vaccine trial is taking place in the country,"" says doctor.","01 Nov, 2020 12:21pm"
Pakistan,"Committee proposes division-wise bodies for garbage lifting, building control",A revised PC-I for K-IV is being prepared in view of increasing cost.,"01 Nov, 2020 01:06pm"
Newspaper,Turkish rescuers race to find quake survivors; 30 dead,"Prime Minister Imran Khan talks to President Erdogan, conveys condolences over the loss of precious lives in the quake","01 Nov, 2020 10:35am"
Newspaper,Berlin’s much-delayed new airport welcomes first flights,Many Germans had almost given up on the airport after years of delays and spiraling costs which saw it open nine years late.,"01 Nov, 2020 10:39am"
Newspaper,Macron seeks to calm tensions with Muslims,French president denounces calls for a boycott of French goods.,"01 Nov, 2020 10:30am"
Newspaper,Biden joined by Obama as Trump targets Pennsylvania in election finale,"For the past week Obama has put his popularity at the service of his former vice president, hosting several rallies.","01 Nov, 2020 10:23am"
Newspaper,Aleem on verge of another world record,"Last year, Aleem passed his idol Steve Bucknor to the top of the Test umpires’ list.","01 Nov, 2020 11:04am"
Newspaper,Evergreen Imran defies cramps to hit century,Sarfaraz Ahmed comes to Sindh’s rescue against Khyber Pakhtunkhwa while sharing a century partnership with Fawad Alam.,"01 Nov, 2020 10:47am"
Newspaper,Walker gives Man City win at Sheffield United,He marked his 100th league appearance for City with a goal in the first half.,"01 Nov, 2020 11:11am"
Newspaper,Bottas upstages Hamilton to take pole,Mercedes need only a fourth place finish in Sunday’s race to secure a record seventh successive constructors’ world championship.,"01 Nov, 2020 11:07am"
Newspaper,Ronaldo Covid-free but virus hits other Serie A teams,Juventus says Ronaldo is no longer subject to home isolation.,"01 Nov, 2020 10:54am"
Newspaper,A crude match: Trump vs Biden,"If Trump wins a second term, he would continue his deregulatory push to expand federal areas to drilling.","01 Nov, 2020 10:17am"
Newspaper,"Stocks plummet on rising Covid cases, political noise",Foreigners were the first to dump stocks as fund managers sought shelter of fixed return securities.,"01 Nov, 2020 10:07am"
Newspaper,"Meagre cut in petrol, diesel prices","Internationally, oil prices have inched down while an increase has been registered in the prices of liquefied petroleum gas.","01 Nov, 2020 10:09am"
Newspaper,"FPCCI asks govt to cut taxes, duties on POL",FPCCI president says petroleum levy has put additional burden of billions of rupees on consumers just to achieve revenue target.,"01 Nov, 2020 10:13am"
Newspaper,"Remittance inflows to increase by 9pc, says WB",Report says South Asia was the least costly region to send $200 the third quarter of 2020.,"01 Nov, 2020 10:00am"
Newspaper,Revenue sees lacklustre growth in October,FBR exceeds the four-month target of Rs1.33tr by Rs15.7bn.,"01 Nov, 2020 10:03am"
Pakistan,Minority members hold protest against caricatures,Protesters urge the Pakistan government to call back the country’s ambassador in France to register its protest.,"01 Nov, 2020 09:48am"
Pakistan,"Rifts in PML-N as Qadir, Zehri decide to quit",Ahsan Iqbal says Zehri had not been invited to the PDM public meeting because of the tribal feud with Akhtar Mengal.,"01 Nov, 2020 09:10am"
Newspaper,Occupied Kashmir shuts down in protest against land laws,The new laws allow any Indian national to buy or India's military to directly acquire land in the region.,"01 Nov, 2020 11:37am"
Pakistan,Opposition trying to destabilise Pakistan to benefit foes: minister,Says a country can be broken up if armed forces get demoralised.,"01 Nov, 2020 09:19am"
Pakistan,Clipped wings: How Pakistan's aviation was grounded,"Incompetence, personal ambition and lust for attention has almost sunk the aviation industry.","01 Nov, 2020 06:44am"
World,'You are no longer my mother': How the election is dividing American families,"Trump’s election in 2016 divided families, tore up friendships and turned neighbor against neighbour.","05 Nov, 2020 11:45am"
World,In pictures: America braces for a charged Election Day as 2020 race enters final hours,Tuesday is formally Election Day but in reality it marks only the culmination of a drawn-out election month.,"03 Nov, 2020 12:26am"
World,US surpasses 95 million early ballots on eve of Election Day,The record-breaking number is equal to 69 per cent of the entire voter turnout for the 2016 election.,"02 Nov, 2020 10:14pm"
Pakistan,"US envoy Khalilzad calls on COAS to discuss Afghan peace process, regional security situation","During the meeting, Ambassador Zalmay Khalilzad appreciated Pakistan's untiring efforts for peace in the region.","02 Nov, 2020 06:43pm"
World,Johnny Depp loses libel suit against tabloid that claimed he beat Amber Heard,"For 3 weeks at London’s High Court, judge Andrew Nicol heard evidence from both Depp and Heard about their fiery marriage","02 Nov, 2020 04:52pm"
Pakistan,Saheefa Jabbar is launching her own fast fashion brand inspired by Zara,"The model turned actor's label won't just be limited to clothes but will also include accessories, shoes, bags and jewellery.","02 Nov, 2020 04:40pm"
Business,Another startup gets approval from SBP to operate as electronic money institution,TAG will be commencing pilot operations under the regulation of SBP over the next few months before its commercial launch.,"03 Nov, 2020 02:24am"
World,'Baby Shark' becomes most-watched YouTube video with more than 7bn views,The South Korea-produced song has dethroned Luis Fonsi and Daddy Yankee's 'Despacito' as the most watched video on the platform.,"02 Nov, 2020 03:51pm"
World,Turkey pulls 2 girls out of rubble three days after quake; death toll rises to 85,Onlookers applauded in joy and relief as ambulances carrying the girls rushed to hospitals immediately after their rescues.,"02 Nov, 2020 03:36pm"
World,Britain's Prince William caught Covid in April: report,William's Kensington Palace office has not confirmed nor denied the media reports.,"02 Nov, 2020 03:13pm"
World,Scarlett Johansson and Colin Jost tie the knot,"Johansson and Jost, a writer and comedian started dating about three years ago and got engaged in May 2019.","02 Nov, 2020 02:07pm"
Pakistan,"I never enjoyed fashion weeks and their fakeness, says Maria B","Her focus, instead, has been on building her customer-base and it has worked well for her.","02 Nov, 2020 01:16pm"
World,Trump threatens to fire Dr Fauci in rift with disease expert,Trump’s comments come after Fauci leveled his sharpest criticism yet of the White House’s response to the coronavirus.,"02 Nov, 2020 01:24pm"
World,Celebrities pay tribute to James Bond Sean Connery,"Aside from his success as 007, Connery also excelled in other performances, bagging an Oscar for a supporting role as an Irish cop","02 Nov, 2020 12:18pm"
World,"Trump and Biden scour battleground states for votes as long, bitter race for White House nears end","Trump again questions the integrity of the US election, suggesting his lawyers might get involved.","02 Nov, 2020 03:16pm"
Business,Pakistan's economy — deep in choppy waters,The IMF has forecast a subdued economic growth rate coupled with higher inflation and rising unemployment.,"02 Nov, 2020 10:27am"
Pakistan,Situationer: The killer highway in Balochistan,There are seven Medical Emergency Response Centres each with a gap of 70 to 80 kilometres along the Quetta-Karachi road.,"02 Nov, 2020 10:05am"
World,Pakistan rejects Indian ministry's 'irresponsible and unwarranted' statement on GB,"No complaints of hardship from Pakistani diaspora in France, says FO.","02 Nov, 2020 09:48am"
World,Editorial: US tense environment is not likely to ease in the coming days — especially if Trump does not win,This election is arguably one of the most crucial and unconventional elections in the country’s history.,"02 Nov, 2020 09:44am"
Pakistan,Dangerous deadlock between govt and opposition,Both sides should step back from confrontation and engage in a national dialogue to solve problems.,"03 Nov, 2020 10:13am"
Newspaper,10 killed as powerful typhoon lashes Philippines,"Nearly 400,000 people flee their homes, most of them to evacuation centres.","02 Nov, 2020 10:50am"
Newspaper,"French Muslims, stigmatised by attacks, feel under pressure","Islam is the second religion in France, which has the largest Muslim population in Western Europe.","02 Nov, 2020 11:34am"
Newspaper,Indian forces kill top Kashmiri fighter,"Saifullah Mir, 31, studied biology and worked as a technician before joining Hizbul Mujahideen in 2014.","04 Nov, 2020 07:55pm"
Newspaper,Belarus police clear protesters near Stalin-era mass grave,Rights group Viasna says more than 120 people were detained.,"02 Nov, 2020 10:53am"
Pakistan,Polio team attacked with axe; attacker held,Deputy Commissioner Muhammad Riaz seeks police protection for each polio team in the district.,"02 Nov, 2020 11:38am"
Pakistan,CCPO orders cases against three policemen for misconduct,"Says misuse of authority, illegal detention and running private torture cell will not be tolerated.","02 Nov, 2020 11:34am"
Pakistan,View from the courtroom: ATA not applicable to rape case if motive of intimidation  not there,The FIR in the case was registered at Bisham police station in Shangla under sections 376 and 302 PPC and section 7 of ATA.,"02 Nov, 2020 12:02pm"
Pakistan,Imran most incompetent PM in country’s history: Siraj,JI launches anti-govt movement.,"02 Nov, 2020 11:59am"
Pakistan,31 newspapers removed from media list in KP for not fulfilling criteria,Official says there are 91 newspapers on media list now.,"02 Nov, 2020 11:56am"
Pakistan,Free treatment scheme extended to Malakand division,People urged to get registered with Nadra for SSP services.,"02 Nov, 2020 11:54am"
Pakistan,Tiger Force assisting admin to curb profiteering in capital,Spokesperson says 700 volunteers are actively performing duties.,"02 Nov, 2020 11:30am"
Pakistan,Expedition set to make attempt on K2 in winter,"Climbers from different countries are part of team, says ACP.","02 Nov, 2020 11:22am"
Pakistan,Islamabad saw drastic rise in Covid-19 cases in October,"“So far, 69 educational institutions have been sealed in the capital and some have been sealed more than once.”","02 Nov, 2020 11:24am"
Pakistan,"Nationalists suspicious of Sindh govt’s will to save islands, heritage sites",SUP  secretary general says Sindh govt should either move Council of Common Interests or the apex court.,"02 Nov, 2020 11:48am"
Pakistan,PTI holds rally to condemn  anti-army statements,"PTI leader says “certain PDM leaders should be ashamed of their statements that have put the country’s security at ris.,”","02 Nov, 2020 11:42am"
Pakistan,"Shipbreaking industry workers  seek protection, due rights",NTUF president Rafiq Baloch says workers have not been given their constitutional and legal right to form union and have a CBA.,"02 Nov, 2020 11:50am"
Pakistan,Anti-France rallies over blasphemous caricatures grip Karachi,Protesters demand that the French president seek an apology from Muslims.,"02 Nov, 2020 12:03pm"
Newspaper,"Wilson double rocks Everton, Ward-Prowse shines on birthday",Calvert-Lewin scored a stoppage-time consolation goal for Everton but Newcastle survived to take a win.,"02 Nov, 2020 11:12am"
Newspaper,Hamilton wins at Imola to secure record for Mercedes,Hamilton also banked a bonus point for the fastest lap to extend his lead over Bottas.,"02 Nov, 2020 11:15am"
Newspaper,Sarfaraz roars into form with unbeaten ton,He scored an undefeated knock of 131 — which was his 12th first-class century.,"02 Nov, 2020 11:05am"
Newspaper,Maria looks to make her mark with Pakistan,She will have to wait at least until next year to make her debut for the national team.,"02 Nov, 2020 11:08am"
Newspaper,ZC chairman lauds Pakistan for restoring international cricket,"“World must understand Pakistan has done everything possible to make sure international cricket comes back,” he says.","02 Nov, 2020 11:02am"
Newspaper,The rise of social media marketing,Pakistan does not have a significant marketing industry.,"02 Nov, 2020 10:38am"
Newspaper,A basmati battle to win,"""If the impression is created that it only originates from India, then our exports will definitely take a hit,"" says exporter.","02 Nov, 2020 10:30am"
Newspaper,The start of the end of cotton production,The ginners think that the country may end up only producing 6.5m to 7m bales this year.,"02 Nov, 2020 10:36am"
Newspaper,SBP’s evolution over three decades,The central bank is reportedly seeking a limited role for itself in achieving macroeconomic goals.,"03 Nov, 2020 09:55am"
Newspaper,US elections: What’s at stake for Pakistan’s economy?,Pakistanis want the future leader to be more compassionate in the current trying times of the pandemic-induced global recession.,"02 Nov, 2020 03:39pm"
Newspaper,Low-cost housing: banks go all in,Banks have disbursed almost 60pc of their Rs203.6 billion housing loan portfolio among their own employees.,"02 Nov, 2020 02:36pm"
Pakistan,"PCAA asks passengers, flight operators to follow Covid SOPs",Official says “90 per cent of the cabin crew members don’t bother to ask passengers to wear masks or any other things”.,"02 Nov, 2020 10:10am"
Pakistan,Plea to incorporate schemes worth Rs480m in revised PSDP,"Secretary says without requisite divisional offices, it will be difficult to execute development activities in province.","02 Nov, 2020 10:13am"
Pakistan,PML-N leaders condemn leadership’s ‘anti-state’ narrative,"Sitting, former lawmakers from Attock praise armed forces for their sacrifices in the fight against terrorists.","02 Nov, 2020 10:00am"
Newspaper,HK opposition politicians held for protest in legislature,"Scuffles and protests routinely break out in the chamber, with the pro-democracy minority often resorting to filibustering.","02 Nov, 2020 09:37am"
Newspaper,Europe braces for fresh lockdowns as Covid-19 cases double in 5 weeks,UK says four-week coronavirus lockdown may have to last longer.,"02 Nov, 2020 09:33am"
Newspaper,Stage set for Umra by foreign pilgrims,"With the start of the third stage, the holy mosques will be working at 100 per cent capacity.","02 Nov, 2020 09:25am"
Pakistan,PTI plans public meetings to ‘counter PDM campaign’,First rally to be held in Hafizabad on 7th; PML-N leader says govt has panicked.,"02 Nov, 2020 11:38am"
Pakistan,Minister slammed over Taliban attack remarks,"PPP demands apology, ANP the resignation of Ijaz Shah.","02 Nov, 2020 08:59am"
Newspaper,AGP finds non-recovery of over Rs1.1tr in petroleum sector,Blames poor financial management for discrepancies; suggests development of adequate system for assessment of receipts.,"02 Nov, 2020 09:15am"
Newspaper,"‘Blackmailers’ will face justice, vows PM",Says opposition’s criticism proves he appointed right people to the posts of army chief and ISI director general.,"02 Nov, 2020 11:24am"
Pakistan,Protecting against the second wave,A new wave of the virus and its accompanying containment measures pose a complex set of challenges.,"02 Nov, 2020 07:19am"
World,"With focus on health care, Democrats push to retain control of US House for another 2 years",Analysts agree that the GOP is mostly playing defence and will be fortunate to limit Democratic gains to a modest single digits.,"03 Nov, 2020 11:27pm"
World,"'People are concerned': From Iran to Koreas, nations watch Election Day in the US","For countries around the globe, Trump's presidency in its first term has been, it is safe to say, a singular experience to watch.","05 Nov, 2020 11:45am"
World,"Facebook, Twitter vow vigilance on Election Day misinformation efforts",Social media companies are under pressure to combat election-related misinformation and prepare for the possibility of violence.,"03 Nov, 2020 10:07pm"
US Elections,"On US election day, Trump says he feels 'very good' about chances",The US president says he expects a victory in all the key states that will decide the election.,"03 Nov, 2020 08:08pm"
US Elections,Biden begins Election Day visiting son's grave,Biden is spending the rest of his day in Pennsylvania as he makes a final push to get out the vote.,"03 Nov, 2020 06:55pm"
Sport,Zimbabwe beat Pakistan in Super Over to end ODI losing run,Blessing Muzarabani grabbed two wickets off four balls in the super over as Pakistan scored only two runs.,"03 Nov, 2020 08:41pm"
Pakistan,"India has no historical or legal locus standi on GB, FO responds to Indian defence minister","""Repetition of false claims by RSS-BJP leaders cannot draw attention away from human rights violations in occupied Kashmir.""","03 Nov, 2020 07:37pm"
Business,Dollar falls below Rs160 for the first time in six months,"Rise in remittances, quarterly current account surplus and deferment of debt servicing by G20 have all led to appreciation of PKR.","03 Nov, 2020 06:13pm"
Pakistan,Saheefa Jabbar Khattak tests positive for coronavirus,"""Covid positive. Send little love, prayers and flowers our way.""","03 Nov, 2020 04:19pm"
World,"New Hampshire village casts first US Election Day votes, unanimously votes for Biden",The tiny northeastern town in the middle of the forest has traditionally voted “first in the nation” since 1960.,"03 Nov, 2020 04:07pm"
Pakistan,Twitter rightfully tells Qasim Ali Shah that women are more than just wives and mothers,The self-proclaimed motivational speaker came under fire on social media after a clip from an interview started getting traction.,"03 Nov, 2020 04:03pm"
,Why Shah Rukh Khan is a better marketer than an actor,Why Shah Rukh Khan is a better marketer than an actor,"03 Nov, 2020 03:56pm"
Pakistan,"Only a fool doesn't talk about everything with his wife, says Imran Khan","""She is my soulmate. She is my companion. I would not have survived without her,"" shared the PM in his latest interview.","03 Nov, 2020 03:27pm"
Pakistan,"‘Relief rally’: PSX mimics global markets, rebounds after yesterday’s plunge","Investors buying into decline expecting to book gains as stocks gain momentum, implying market oversold yesterday, says analyst.","03 Nov, 2020 11:45pm"
Pakistan,"Eat, pray and love in Lahore","Although marketed as a bicultural chick-lit endeavour, Hina Belitz’s sophomore novel is elegantly written and humorous.","03 Nov, 2020 02:52pm"
World,"Iran's supreme leader quotes Trump's claims about voter fraud, mocks US election","""Our policy is clear and well-calculated and people coming and going will have no impact on it,"" Khamenei says.","03 Nov, 2020 02:27pm"
World,FBI warns of possible US election violence in protest-riven Portland,Businesses are boarding up windows as protests are planned for either a Trump or Biden win.,"03 Nov, 2020 02:22pm"
World,It’s here: What to watch on Election Day in America,A big issue is likely to be unofficial “poll watchers” — especially self-declared militias.,"04 Nov, 2020 08:11am"
World,Netflix's first Arabic original series called Paranormal promises to be a treat for horror fans,The series is based on Ahmed Khaled Tawfik’s books about a doctor whose scientific convictions are suddenly called into question.,"03 Nov, 2020 01:19pm"
Business,"Trump or Biden, investors expect a weaker dollar",Many believe that a victory by Joe Biden and a potential Democratic sweep would likely weigh on the US currency further.,"03 Nov, 2020 01:16pm"
US Elections,Huge turnout as Americans vote in a tense US presidential election,"Trump watches the results come in at the White House, surrounded by staff.","04 Nov, 2020 07:22am"
Pakistan,Jawad Ahmad tests positive for coronavirus,The Dosti singer has advised everyone to take precautionary measures and act sensibly so as to not infect those around them.,"03 Nov, 2020 11:52am"
Pakistan,Jemima Goldsmith's romantic comedy about to hit theatres soon,"The film titled What's Love Got To Do With It? will be directed by Shekhar Kapur, popularly known for Mr India and Dil Se","03 Nov, 2020 11:50am"
World,Austria police detain 14 after Vienna 'terror attack' leaves 5 dead,Police believe the attack was carried out by a 20-year-old IS sympathiser convicted of a terror offence last year.,"03 Nov, 2020 08:22pm"
Newspaper,"Exposing graft bigger hazard for journalists than war, says Unesco",A total of 99 journalists were killed around the world in 2018 and 57 last year.,"03 Nov, 2020 10:49am"
Newspaper,Germany leads tightening of virus curbs in Europe,"Germans will not be confined to their homes, but bars, cafes and restaurants must close, as well as theatres, operas and cinemas.","03 Nov, 2020 10:50am"
Newspaper,"Tens of thousands take part in BD rally, call for action against France","Police say more than 50,000 people marched while carrying effigies of the French president and a coffin.","03 Nov, 2020 11:32am"
Pakistan,Explaining Talibanisation and sectarianism in Pakistan,Inequality is only part of the explanation.,"03 Nov, 2020 10:09am"
Newspaper,Lawyers in US on standby if cloudy election outcome heads to court,Roughly 300 lawsuits already have been filed over the election in dozens of states across the country.,"03 Nov, 2020 10:29am"
Pakistan,Cheering a lost revolution,"Where nationalist zeal was concerned, Asmi Sahib was bereft of any. This was not always possible for others.","03 Nov, 2020 08:15am"
Pakistan,Raiwind congregation allowed with set of guidelines,International participants have been banned from attending.,"03 Nov, 2020 11:36am"
Pakistan,"Shehbaz, Hamza may be indicted on next hearing","Maryam meets uncle, cousin at judicial complex.","03 Nov, 2020 11:22am"
Pakistan,Police get 15-day remand of motorway gang-rape suspect,Suspect complains to court that he had not been permitted to meet his family in jail.,"03 Nov, 2020 11:26am"
Newspaper,Stocks lose 775 points on panic selling,The major reason was the scare over the rising cases of Covid-19.,"03 Nov, 2020 10:13am"
Newspaper,Exports back to pre-pandemic level: Razak,Says exports of pharma products increased by 22.6 per cent in the first quarter of the current financial year from a year ago.,"03 Nov, 2020 10:04am"
Newspaper,October inflation eases slightly to 8.9pc,Food prices see continuing increase of 16.5pc.,"03 Nov, 2020 09:58am"
Newspaper,Bids received for six LNG cargoes for December,"Pakistan has a 15-year LNG purchase deal with Qatar to buy 3.75m tonnes of LNG per year, but it regularly taps the spot market.","03 Nov, 2020 10:06am"
Newspaper,PSO warns of gas supply disruption in winter,The corporation has protested over the inordinate delay in price notification of liquefied natural gas (LNG).,"03 Nov, 2020 10:22am"
Pakistan,Govt taking tangible steps to enhance literacy rate: CM,Mahmood Khan inaugurates cadet college in Mohmand.,"03 Nov, 2020 12:02pm"
Pakistan,Govt wants PDM to postpone Peshawar rally,Shaukat Yousufzai says government ready to hold talks with the opposition parties on all matters except accountability.,"03 Nov, 2020 11:58am"
Pakistan,Entry to KP govt offices restricted amid second Covid wave,Notification says non-essential staff members will work from home.,"03 Nov, 2020 11:53am"
Pakistan,Cabinet decision to relocate jail sparks debate on capital’s buffer zone,Officials say issue should be handed over to consultant who is going to revise the capital’s master plan for a suitable decision.,"03 Nov, 2020 11:18am"
Pakistan,Ballot papers for GB polls to be ready in a week,"The 2020 GB Assembly election is scheduled to be held on Nov 15, 2020 in 24 constituencies.","03 Nov, 2020 11:21am"
Pakistan,Pims postpones elective surgeries due to rise in Covid-19 cases,Lohi Bher reports highest number of active cases.,"03 Nov, 2020 11:11am"
Pakistan,Civil society comes out in support of NICVD over NAB raid,"Trade unionists, rights activists and health experts demand an inquiry against the anti-graft watchdog for raiding hospital.","03 Nov, 2020 11:46am"
Pakistan,Shallwani assumes charge of commissioner,He had earlier served as city commissioner before being posted as city administrator.,"03 Nov, 2020 11:44am"
Pakistan,"Police recover 13-year-old Arzoo on SHC order, arrest husband","SHC fixes Thursday for taking up Christian girl’s actual age, conversion to Islam and marriage issues.","03 Nov, 2020 11:40am"
Newspaper,Bounce Club lifts Rashid Minhas basketball trophy,Brilliant Talha Khattak led the attack for the winners with 18 points.,"03 Nov, 2020 11:06am"
Newspaper,CSA security delegation arrives in Islamabad,The CSA delegation will assess the security situation in and around the proposed venues during its stay in Pakistan.,"03 Nov, 2020 11:05am"
Newspaper,"Hasnain, Zafar, Abdullah in squad for third ODI against Zimbabwe","The trio have replaced pacer Haris Rauf, left-arm spinner Imad Wasim and opening batsman Abid Ali.","03 Nov, 2020 11:02am"
Newspaper,Nauman snares 11 wickets as CP crash to second straight loss,"Left with a small chase of 33, Northern got over the line at 35-1 in only five overs to pick up 26 points.","03 Nov, 2020 10:57am"
Newspaper,Du Plessis among 21 foreign players to feature in PSL playoffs,"It will be Du Plessis' first appearance in the PSL, though he had led a World XI to Lahore in 2017.","03 Nov, 2020 10:55am"
Pakistan,Balochistan issue can’t be resolved by force: NP chief,"“The issue is political and it should be resolved politically and through dialogue,” he says.","03 Nov, 2020 09:45am"
Pakistan,Govt to counter PDM’s ‘anti-state narrative’ with full force,Premier vows to further strengthen the state institutions and foil the opposition’s attack on them.,"03 Nov, 2020 09:34am"
Newspaper,FM wants inter-faith harmony to deal with Islamophobia,"Qureshi expresses concern on current rise of Islamophobia, racism and hate speeches in Europe in call with German counterpart.","03 Nov, 2020 09:41am"
Pakistan,More restrictions expected in Pakistan as govt weighs virus cases,PMA secretary general says virus has become more lethal as it has mutated and bounced back with full force.,"03 Nov, 2020 10:11am"
Newspaper,Power sector circular debt rises to Rs2.26tr,"60pc increase in less than two years, PAC told.","03 Nov, 2020 09:36am"
