Story Heading,Story Excerpt,Timestamp,Section
World,Queen and Adam Lambert honour health workers with new track,'You are the champions' is dedicated to those on the frontlines fighting Covid-19,"01 May, 2020 11:05am"
Pakistan,Zahid Ahmed regrets nose job that went ‘terribly wrong’,"""I thought it won't be a big deal, a lot of people in the world get it done, and I can get it too,"" the actor said","01 May, 2020 10:53am"
World,"Activist Greta Thunberg donates $100,000 to support children during pandemic",She has donated the money she won from a Danish foundation to the UN Children's Fund,"01 May, 2020 10:45am"
World,Economic figures show grim toll in Europe and US from virus,"Economists say US unemployment rates for April might be as high as 20pc, a figure not seen since the 1930s Depression.","01 May, 2020 10:26am"
World,Those who want a just and equal world must stand with all working people,People have a choice to make about their politics this May Day.,"01 May, 2020 10:11am"
Pakistan,"Ultimately, no one can shy away from dialogue on the 18th Amendment",The PPP politicians for now are hiding behind the simple argument that there cannot be any change in the 18th Amendment.,"01 May, 2020 10:08am"
Pakistan,KP starts collecting plasma from recovered Covid-19 patients,Committee receives first donation of plasma to be used for treatment of two persons.,"01 May, 2020 10:27am"
Pakistan,Use of judicial powers by revenue officers unconstitutional: PHC,Ruling made by bench comprising Chief Justice Waqar Ahmad Seth and Justice Mohammad Nasir Mahfooz.,"01 May, 2020 10:22am"
Pakistan,Rs7m package okayed for frontline workers in anti-virus fight in KP,"KP cabinet approves uniform package for legal heirs of officials, who died of Covid-19.","01 May, 2020 10:19am"
Pakistan,Bahawalpur city may be declared Covid-19 free in two weeks,"Commissioner says if no new cases emerge in 15 days, city will be virus free.","01 May, 2020 10:54am"
Pakistan,"Hello, Rescue 1122, give us ration, please!",The dedicated helpline for virus-related medical assistance has received more calls from slums dwellers seeking rations.,"01 May, 2020 10:27am"
Pakistan,Shahbaz flays arrest warrant for Nawaz,"“The Sharif family, Nawaz Sharif and PML-N have always followed the law.""","01 May, 2020 10:50am"
Pakistan,Patients go violent in bid to come out of Expo Centre field hospital in Lahore,"Members of Tableeghi Jamaat, other patients say they were being kept in quarantine unnecessarily.","01 May, 2020 10:49am"
Pakistan,"Private TV reporter attacked, injured in Bhirya city",Police say reporter seems to have sustained injuries from repeated strikes of club and other hard objects.,"01 May, 2020 10:13am"
Pakistan,NAB given till 24th to file reference in Fazaia Housing Scheme land scam,PAF and Maxim Properties are trying to hammer out a plan to refund the investors of Rs18 billion project.,"01 May, 2020 10:08am"
Pakistan,Sindh govt allows three hospitals to begin clinical trials of plasma therapy to treat Covid-19 patients,Vast PAF Museum selected to set up another field hospital.,"01 May, 2020 10:07am"
Pakistan,No decision taken to end lockdown: Nasir Shah,"Health and lives of people were of first and foremost importance for the Sindh government, says Shah.","01 May, 2020 10:00am"
Pakistan,Working people struggle to survive as lockdown brings economic activity to a halt,"""Life has become slow in this lockdown, earning is by chance. But my family needs food every day"".","01 May, 2020 09:55am"
Newspaper,Trump says ex-aide Flynn to be ‘exonerated’ despite guilty plea,US president says fresh documents that surfaced in Flynn’s case show he was mistreated.,"01 May, 2020 09:46am"
Newspaper,Hundreds protest extension of lockdown in Michigan,The protest appears to be the largest in the state since April 15.,"01 May, 2020 09:45am"
Newspaper,Hopes rise in coronavirus battle as scientists hail drug trial,News propels rebound on Wall Street.,"02 May, 2020 08:17pm"
Newspaper,"US, China block UN resolution in WHO spat",The UNSC draft resolution calls for a 90-day humanitarian pause to bring aid to vulnerable populations.,"01 May, 2020 11:05am"
Newspaper,"Football’s return good for everyone, says Mourinho","LONDON: Tottenham manager Jose Mourinho believes bringing football back, even behind closed doors, would be a...","01 May, 2020 04:58am"
Newspaper,NZ batsman Henry Nicholls donates World Cup final shirt,"The 28-year-old will donate the half-sleeve shirt, signed by his teammates, to Unicef's local chapter.","01 May, 2020 10:39am"
Newspaper,"Snooker world champion Asif appeals to PM, IPC minister for cash award","Asif, 37, has clinched the world title twice.","01 May, 2020 10:30am"
Newspaper,ECB delays start of Hundred until next year,"ECB says an event with no fans “directly contradicts the competition’s goal to attract a broader audience"".","01 May, 2020 10:28am"
Newspaper,"Stocks storm past 34,000 level on a host of positives","Regardless of the gloomy Covid-19 numbers, the market expected ease in the lockdown.","01 May, 2020 09:23am"
Newspaper,"Auto vendors warn of layoffs, salary cuts",Leading Japanese assemblers are yet to show the exit gate to their workers and staffers despite production closures.,"01 May, 2020 09:19am"
Newspaper,SBP reserves rise to $12.1bn,Central bank reserves are at a two-month high after an increase of $1.16bn.,"01 May, 2020 09:18am"
Newspaper,"Businesses focused on short-term survival, survey finds",Almost 60pc of respondents cite reductions in employee productivity.,"01 May, 2020 09:15am"
Newspaper,"‘Coherent monetary, fiscal policies to stimulate economy’",Government rejects proposal to abolish Monetary and Fiscal Policy Coordination Board.,"01 May, 2020 09:08am"
Pakistan,NAB files reference against LG officials,Three employees accused of receiving kickbacks from contractors of govt uplift schemes executed in Shirani district.,"01 May, 2020 09:59am"
Newspaper,FIA claims decline in cybercrime despite 40pc increase in internet use,Businessmen doing online trade disagree with authority’s claim.,"01 May, 2020 09:56am"
Pakistan,PIA cancels agreements with employees associations,All matters brought forward by these associations will no longer be entertained.,"01 May, 2020 09:55am"
Pakistan,"Neo TV told to stop news, current affairs programmes",Directive comes as IHC dismisses channel's appeal to switch license categories.,"01 May, 2020 09:43am"
Pakistan,Disputed Tiger Force becomes operational next week,"Sindh says it won’t allow interference in work of local govts, bureaucracy; PML-N terms Centre’s move political gimmick.","01 May, 2020 09:38am"
Newspaper,"Two polio cases reported from Punjab, Khyber Pakhtunkhwa","18 and 15 month old females contract virus, taking national polio tally for 2020 to 44.","16 Jul, 2020 04:47pm"
Newspaper,PM Imran asks rich countries to do more for fragile economies,"In telephone talk with Egyptian president, PM Imran says just suspension of debt servicing is not enough.","01 May, 2020 07:53am"
Pakistan,"259 returning Pakistani passengers out of 3,554 test positive for virus",22 special flights operated during last two weeks.,"01 May, 2020 07:49am"
Newspaper,High-risk countries approach China for debt relief,Pakistan has to pay about $615 million to China between May 2020 and June 2021 under bilateral debt.,"01 May, 2020 07:46am"
Pakistan,HRCP highlights plight of weakest section of society,Report says last year will be remembered for systematic curbs on political dissent and chokehold on press freedom.,"01 May, 2020 09:05am"
Newspaper,Pressure grows to relax lockdowns as economies flounder,"In Europe, fears about new wave of infection dampen hopes that economies will regain their vigour.","01 May, 2020 09:02am"
Pakistan,SC allows govt to hold polls in GB under Election Act 2017,Centre also permitted to amend law to install caretaker govt.,"01 May, 2020 09:00am"
Pakistan,Govt predicts surge in cases by May 30,"Health ministry data suggests that over 150,000 people will be infected with the deadly virus by end of May.","01 May, 2020 10:42am"
Newspaper,"Price of petrol slashed by Rs15, diesel by Rs27",Finance ministry increases tax rates on oil products.,"01 May, 2020 08:58am"
Pakistan,Soldier martyred in Indian firing,The ceasefire violations occurred in AJK’s Haveli district on Wednesday afternoon.,"01 May, 2020 08:17am"
Pakistan,PIA gets US permission to repatriate stranded citizens,Special authorisation gra­nt­ed by the US Department of Transportation will be effective from April 29.,"01 May, 2020 08:15am"
Pakistan,"Lockdown to be further eased, says PM Imran",Imran says virus intensity in Pakistan much lower than Europe and US.,"01 May, 2020 08:07am"
World,India to step up battle for 2032 Olympics after pandemic: sports chief,"“We are serious and definitely pitching for the 2026 Youth Olympic Games and the 2032 Olympics,” says Narinder Batra.","03 May, 2020 09:01am"
World,"UK shadows Italy as worst-hit in Europe as virus death toll passes 28,000","Italy, which has a population of 60 million compared to UK's 67 million, confirmed 474 deaths on Saturday.","02 May, 2020 10:32pm"
World,US military warns of ‘responses’ if Taliban violence continues,"“If violence cannot be reduced then yes, there will be responses,” Col Leggett wrote in a letter to Taliban spokesman.","02 May, 2020 10:03pm"
Pakistan,Daniel Pearl's parents move SC to reverse acquittals of four accused,Appeal says Sindh High Court “misapplied the burden and the standard of proof erroneously to the facts of this case”.,"03 May, 2020 12:40am"
World,10 times the world danced to Rishi Kapoor's rhythm,Here is a list of the top memorable performances by the heartthrob of his era.,"02 May, 2020 08:04pm"
World,South Korean scientists conclude Covid-19 patients cannot be infected again,A patient who has recovered from coronavirus may have fragments of the virus inside their body for up to two months.,"03 May, 2020 07:16am"
Pakistan,26-year-old doctor dies due to coronavirus in Rawalpindi,"She was initially diagnosed with having ""normal fever"" but was shifted to hospital after her condition worsened.","02 May, 2020 08:55pm"
Pakistan,"Federal govt responsible for virus spread, says Sindh information minister","Shah takes Centre to task over coronavirus response, says PM has ""double standards"".","02 May, 2020 10:36pm"
Pakistan,Imran Khan's red kurta is winning Twitter's latest trend,The PM's simple yet on point look has taken over #RedTwitter,"02 May, 2020 03:00pm"
World,"Amid pandemic, oil woes, Saudi Arabia eyes further reforms",Death penalty on crimes committed by minors and flogging for crimes to be abolished.,"02 May, 2020 02:36pm"
World,Amnesty demands India to release pregnant citizenship law activist,"Zargar, a student at Jamia Milia University, was arrested in connection with February's communal violence in Delhi.","02 May, 2020 01:10pm"
World,Scrubs actor Sam Lloyd passes away at 56,He was know for playing lawyer Ted Buckland in the iconic sitcom.,"02 May, 2020 01:29pm"
World,"Kim Jong Un reappears in public, ending absence amid health rumours",Speculation about the N.Korea leader's health swirled after he missed his late grandfather's birthday celebration.,"02 May, 2020 12:37pm"
Pakistan,Yasir Hussain is paying tribute to Pakistani cinema's living legends,"""Those who are still alive, our legends and real superstars, they should be remembered too,"" said the actor.","02 May, 2020 12:32pm"
Pakistan,PTM's Arif Wazir dies in Islamabad hospital after gun attack in Wana,Wazir had sustained multiple injuries in a gun attack by unidentified assailants in Wana.,"02 May, 2020 01:15pm"
Pakistan,Shibli Faraz calls Bilawal a representative of elite,The minister said the nation will not forgive those who will do politics on the issue.,"02 May, 2020 11:49am"
Pakistan,"In the fight against Covid-19, hope is our plan of action",We hope the virus will not get out of control; we hope the lockdown easing will not make matters worse.,"03 May, 2020 12:48pm"
Pakistan,"Aamir Liaquat's joke about Sri Devi and Irrfan was an extremely callous act, says Adnan Siddiqui","The actor shared how he felt about ""this unfortunate incident,"" after which the host issued an apology","02 May, 2020 11:21am"
Pakistan,Why is the PM undermining a decision made by his government?,Mixed signals will unnecessarily befuddle the nation as it confronts an unprecedented healthcare crisis.,"04 May, 2020 08:33am"
World,Duchess of Sussex loses first round in newspaper lawsuit,The Duchess of Sussex lost an early round in a London court Friday when a judge dismissed part of her lawsuit.,"02 May, 2020 10:30am"
Pakistan,Join the baking bandwagon with these two recipes in lockdown,Get bready because you knead to try these goodies. You'll loaf em!,"02 May, 2020 10:21am"
Pakistan,Mental health: Pakistan’s Achilles heel during Covid-19,"While a small percentage of us will catch the virus, everyone will be psychologically impacted by it.","27 May, 2020 07:01pm"
Newspaper,US authorises remdesivir as emergency treatment for Covid-19,Manufacturer Gilead says the drug has helped improve outcomes for patients with Covid-19.,"02 May, 2020 11:42am"
Newspaper,Nasa plea: stay home for first home astronaut launch in years,Top officials warned the public against traveling to Florida for the May 27 launch.,"02 May, 2020 11:09am"
Newspaper,"Biden on sexual assault allegation: it ‘never, never happened’",Biden’s first public remarks on the allegation by former staffer Tara Reade come at a critical moment.,"02 May, 2020 11:30am"
Newspaper,WHO targets teens on social media to debunk virus myths,"On social media “false stories outperform the truth on every single subject"", says WHO.","02 May, 2020 11:22am"
Newspaper,23 hurt in Qatar as tent clinics collapse in storm,No patients were hurt and most injuries to staff at the facility.,"02 May, 2020 11:13am"
Newspaper,Shuttered zoo brings joy to penguins in Singapore,Penguins have been given the run of the complex.,"02 May, 2020 11:38am"
Newspaper,"Police fan out, but Hong Kongers eschew May Day rallies","Widespread arrests, the virus pandemic and social distancing measures ushered in four months of comparative calm in HK.","02 May, 2020 11:39am"
Newspaper,Record ozone hole over Arctic in March now closed: UN,"Development completely unrelated to Covid-19, clarifies UN.","02 May, 2020 11:44am"
Newspaper,Mindset: Know your worth,"Before you begin reading this article, ask yourself, “Have I ever felt worthless?”","02 May, 2020 06:52am"
Newspaper,Art Corner,"Published in Dawn, Young World, May 2nd, 2020","02 May, 2020 06:52am"
Newspaper,Learning: Let’s love maths,"Class room memories of daunting equations and fractions with no immediate resonance to the real world, scare people...","02 May, 2020 06:52am"
Newspaper,Story Time: The lost kitten,"Once upon a time, there was a boy named John.","02 May, 2020 06:52am"
Newspaper,The weekly weird,Dog wears a set of false teeth,"02 May, 2020 06:52am"
Newspaper,Spotlight,Selena Gomez launching make-up line,"02 May, 2020 06:52am"
Newspaper,Story Time: A nightmare,"I was in my mother’s embrace. Maybe, she too wanted it.","02 May, 2020 06:52am"
Newspaper,Labour Day: Children’s  rights  are still  denied,"Amid the coronavirus scare, May Day was observed with little fanfare across the globe. This day commemorates the...","02 May, 2020 06:52am"
Newspaper,Attitude: Watch your words,"Nowadays we are having vacation or staycation due to the widespread of Covid-19. Amid lockdown and self-quarantine,...","02 May, 2020 06:52am"
Newspaper,Wonder Craft: A card for a lovely mother,"Mother’s Day is just a week away, and you are locked at home, wondering what special thing to do for your mum....","02 May, 2020 06:52am"
Newspaper,Book review: Imtiaz Ali Taj’s Bachon Kay Dramay,"Turn these days at home into a learning experience with Syed Imtiaz Ali Taj’s Bachon Kay Dramay,...","02 May, 2020 06:52am"
Newspaper,Poet's Corner,"Published in Dawn, Young World, May 2nd, 2020","02 May, 2020 06:52am"
Newspaper,Mailbox,Turning dreams into reality,"02 May, 2020 06:52am"
Newspaper,Ramazan in these testing times,We usually look forward to the holy month of Ramazan with eager anticipation.,"02 May, 2020 06:52am"
Pakistan,Covid-19 infects three more journalists,The two cameramen and a reporter had been covering the coronavirus outbreak for their respective organisations.,"02 May, 2020 10:40am"
Pakistan,Cases continue to surge in Rawalpindi district,"Commissioner says district administrations asked not to allow people to go to parks, public places.","02 May, 2020 10:04am"
Pakistan,Suspected dengue patients arrive in Pindi hospitals,51 suspected dengue patients have been brought to Rawalpindi district hospitals during the first week of Ramazan.,"02 May, 2020 11:48am"
Pakistan,Covid-19 spreads to capital’s three new localities,"Cases have been reported from Gokina, Saidpur and I-14.","02 May, 2020 10:43am"
Pakistan,Ex-MPA Haji Allah Yar dies of Covid-19,The well-attended burial flouted rules as his relatives and friends did not allow the special team to bury the body.,"02 May, 2020 12:20pm"
Pakistan,"Govt, striking doctors reach a settlement","Medical workers had been on hunger strike for past two weeks, demanding reinstating of terminated employees and PPE.","02 May, 2020 10:16am"
Pakistan,Working group of experts to assess coronavirus impact,"The group will design and share smart sampling, testing and data collection methodologies to help assess impact.","02 May, 2020 10:11am"
Pakistan,Huge swarms of locusts start playing havoc with crops in more Sindh areas,Larkana district president SCA says there are apprehensions that they would destroy mango orchards besides other crops.,"02 May, 2020 10:32am"
Pakistan,"Govt asked to ensure social distancing guidelines at industries, workplaces",Participants in a Labour Day demo demand immediate stop to forced sacking of lockdown-hit workers.,"02 May, 2020 10:25am"
Newspaper,EPL to consult players as UK steps up planning,The league held a conference call of all 20 clubs top-flight and swapped ideas on the possible plans for resuming sport.,"02 May, 2020 10:42am"
Newspaper,No regrets for allowing star cricketers to continue: Khalid Mahmood,Former PCB chairman asks board to not disclose names of bookies who roped in Pakistan players in corrupt practices.,"02 May, 2020 10:41am"
Newspaper,"Sangakkara urges England, Australia to tour Pakistan",Top teams have shunned Pakistan since the 2009 attack on a bus carrying the Sri Lanka team in Lahore.,"02 May, 2020 10:30am"
Newspaper,Loan limit for hospitals raised to Rs500m,The SBP further reiterates its support for the health sector in the ongoing pandemic.,"02 May, 2020 10:49am"
Pakistan,UNHCR donates biochemical test machine to Quetta hospital,The machine will be used for conducting many costly tests.,"02 May, 2020 10:13am"
Pakistan,Shahid Afridi distributes rations in Balochistan,Afridi has pledged that his foundation would continue providing rations in Khuzdar and other areas of Balochistan.,"02 May, 2020 10:09am"
Pakistan,NAB ‘condition’ delays wheat procurement in Balochistan,Growers have been asked by NAB to produce documents of land ownership before selling their crop.,"02 May, 2020 10:28am"
Newspaper,Pakistan mission’s flower delivery for Boris goes viral,"Bouquets sent by PM Imran, High Commissioner Nafees Zakaria as a congratulatory gesture at the birth of Johnson's son.","02 May, 2020 11:53am"
Pakistan,Nawaz’s surgery postponed due to Covid-19: Maryam,Says Nawaz is a high-risk patient.,"02 May, 2020 10:19am"
Pakistan,Casualties in militant attacks show increase in April,Militants appear to be trying to get back some territory in North Waziristan tribal district.,"02 May, 2020 10:15am"
Pakistan,Opposition wants physical session of parliament,Govt in a fix as summoning NA by May 6 is a constitutional requirement.,"02 May, 2020 10:14am"
Newspaper,"Over 5,000 people at risk of contracting Covid-19 identified by track system",The individuals include patients testing positive and those who may have come in contact.,"02 May, 2020 08:03am"
Newspaper,Abdullah says ‘tentative’ agreement reached with Ghani,"According to an official, Abdullah wants to lead peace talks with the Taliban and seeks a 50pc share in government.","02 May, 2020 08:05am"
Newspaper,Covid-19 forces workers to curb May Day demos,"Arrests in the Philippines, Russia and Turkey, a riot in Indonesia and pepper spray in Hong Kong as some broke rules.","02 May, 2020 08:38am"
Newspaper,Rs30bn SDGs plan being moved from cabinet division,Programme moved to parliamentary affairs division for effective inclusion of parliamentarians in disbursement of funds.,"03 May, 2020 05:24pm"
Newspaper,Trump’s dig at China over pandemic rattles world markets,India extends lockdown by two weeks.,"02 May, 2020 10:46am"
Pakistan,Bilawal asks PM to quit if he can’t cope with challenges,PPP leader accuses Centre of abandoning provinces in fight against coronavirus.,"02 May, 2020 08:09am"
Pakistan,Virus fatality rate in KP far more than other provinces,Hardest-hit Peshawar accounts for 59.6pc of total deaths in province.,"02 May, 2020 08:00am"
Pakistan,Info minister terms 18th Amendment hurdle in fight against Covid-19,Faraz stresses need for striking balance between lockdown and revival of economic activities.,"02 May, 2020 07:57am"
Pakistan,Retirement rules cause unease among civil servants,The rules have enabled the retirement board/committee to prematurely retire delinquent officers.,"02 May, 2020 10:06am"
Pakistan,Sindh surpasses Punjab’s tally of virus cases,Number of cases in Karachi now constitutes nearly a quarter of the country’s total infections.,"02 May, 2020 07:54am"
Pakistan,Critical Covid-19 patient in Hyderabad administered 'experimental' plasma therapy,A recovered Covid-19 patient had donated his blood to the Liaquat University of Medical and Health Sciences.,"04 May, 2020 09:22am"
World,"As lockdowns ease, some countries report new infection peaks",Experts warn that a second wave of Covid-19 could hit unless testing is expanded dramatically after lockdowns are eased.,"03 May, 2020 10:53pm"
Pakistan,Covid-19 — A wakeup call for higher education,"The pandemic can be a chance for varsities to turn a new leaf, provided they react skilfully and strategically.","13 May, 2020 08:22pm"
Pakistan,"Shibli Faraz lauds 'exemplary role' of journalists during Covid-19 crisis, promises good news before Eid",The information minister announced that he will meet with representatives from journalist community day after tomorrow.,"04 May, 2020 08:08am"
Pakistan,Pakistan condemns India's campaign of 'harassment and intimidation' of media in occupied Kashmir: FO,"In a statement, the Foreign Office urges India to withdraw ""frivolous cases"" against Kashmiri journalists.","03 May, 2020 07:42pm"
World,Iran to reopen many mosques as 47 more die of virus,"“Social distancing is more important than collective prayer,” says Iranian President Hassan Rouhani.","03 May, 2020 11:49pm"
Pakistan,Easing lockdown completely would overburden healthcare system: Asad Umar,"Federal minister says the coronavirus has ""not been as fatal in Pakistan"" as it has been in other countries.","04 May, 2020 07:51am"
World,Justin Bieber and Ariana Grande are collaborating on a song for charity,All net proceeds from the duet will be donated to fund grants for the children of those working during the pandemic.,"03 May, 2020 03:22pm"
,Editorial: Never before has Pakistan’s media been in such deep peril as it is now,The threat has evolved from actual physical harm towards a more insidious form of persecution.,"03 May, 2020 06:17pm"
World,North and South Korea troops exchange fire along border for first time since 2017,"While the incident is a reminder of persistent tensions, it has not caused any known casualties.","03 May, 2020 01:24pm"
Pakistan,PMDC should act on an emergency basis and help Pakistan's healthcare personnel deal with Covid-19,Pakistan's apex healthcare body remains moribund in the face of Covid-19 as countries worldwide help medics.,"03 May, 2020 01:03pm"
Pakistan,Smokers' Corner: Religious bigotry sometimes colours our sense of community,The matter being discussed with members demanding that monthly committee meetings be held at a fixed venue.,"03 May, 2020 12:51pm"
World,Amnesty reports chilling details of Egypt press crackdown,"Rights group says government ""strengthening control over information"" instead of upholding transparency amid pandemic.","03 May, 2020 12:46pm"
Pakistan,Singer Fida Hussain laid to rest in Lahore,The renowned artist passed away after being hospitalised for two weeks,"03 May, 2020 01:39pm"
Pakistan,This Italian architect is stuck in Lahore due to Covid-19,"Edoardo Paolo Ferrari speaks about the catastrophe back home in Italy, his lockdown experience and plans to go back.","04 May, 2020 11:52am"
Pakistan,"In dealing with Covid-19 pandemic, the govt seems focused on morality instead of rationality","In a nation such as ours, it is always easier for governments to look morally upright than to do what is fair and just.","05 May, 2020 09:31am"
,"Why some parents were passionately homeschooling their children, even before the lockdown",Parents looking to homeschool their children during the lockdown can learn many lessons from long-term homeschoolers,"03 May, 2020 07:31am"
Newspaper,COLUMN: VERGA AND ITALIAN MODERNISM,The eminence claimed for Lampedusa is based on referring to his novel as that by a Sicilian writing about Sicily.,"03 May, 2020 12:40pm"
Newspaper,NON-FICTION: DECONSTRUCTING MYTHS,A searing and unapologetic work challenges accepted social ‘truths’ of an increasingly polarised West and offers...,"03 May, 2020 07:08am"
Newspaper,FICTION: INTERACTIVE AFGHAN ZOMBIELAND,"A Pakistani novella that bills itself as interactive has problems with characterisations, but is an easy enough...","03 May, 2020 07:08am"
Newspaper,NON-FICTION: BALLOT BOXES WITHOUT BIRYANI,A research-based treatise on how rural Pakistanis in Sargodha district vote turns many assumptions on their heads...,"03 May, 2020 07:08am"
Pakistan,Govt hints at allowing resumption of business activities,Traders have been asked to prepare standard operating procedures for running businesses in rotation.,"03 May, 2020 10:10am"
Pakistan,"EPI staff fighting polio, Covid-19 simultaneously","Say no break in routine immunisation as 2,876 technicians have been reaching most of the 1.1m targeted population.","03 May, 2020 11:14am"
Pakistan,Peshawar coronavirus deaths top 100,It has become the country’s second district after Karachi to surpass 100 deaths from the virus.,"03 May, 2020 11:11am"
Pakistan,Dust produced by wheat threshing causing respiratory problem,"“Wheat dust is very dangerous and people exposed to it can suffer from serious health hazards,"" says official.","03 May, 2020 10:38am"
Pakistan,CDA committee approves nine project designs,All the projects will be constructed in private housing societies.,"03 May, 2020 10:42am"
Pakistan,Controversy around 18th Amendment likened to opening Pandora’s Box,"Proponents of changing 18th Amendment have no idea what they want, PPP senator says.","03 May, 2020 10:33am"
Pakistan,Majority of new Covid-19 cases reported from Pindi’s downtown areas,Three localities in federal capital have no confirmed or suspected cases so far.,"03 May, 2020 10:28am"
Pakistan,Punjab asks Centre to further relax lockdown,"CM says more industries, business may be allowed to work; recommendations made to open bazaars on different days.","03 May, 2020 10:55am"
Pakistan,More complaints pour in as virus-hit people go ‘impatient’ in Lahore,Patients are complaining about quality of tests while some of them are demanding better facilities.,"03 May, 2020 10:52am"
Pakistan,"Nine more die of Covid-19, 514 infected","Of the nine deceased, four died in Lahore, two in Rawalpindi and one each in Gujranwala, Faisalabad and Sahiwal.","03 May, 2020 10:45am"
Pakistan,Two Karachi UCs selected for Covid-19 seroprevalence study,"Community surveillance to assess coronavirus’s impact planned; 1,341 patients have recovered so far.","03 May, 2020 12:10pm"
